parent,child,role
CHN12-09-336801,CHN13-09-462242,dam
CHN11-09-343723,CHN13-09-462248,sire
CHN12-09-395126,CHN13-09-462248,dam
CHN09-09-192082,CHN13-09-214262,dam
CHN09-09-003329,CHN11-09-154636,dam
CHN10-09-487444,CHN12-09-336923,dam
CHN02-09-239997,CHN10-09-487444,sire
CHN08-09-295032,CHN10-09-487444,dam
DV0730-06-694,DV01777-08-1060,dam
CHN02-09-239998,CHN03-09-207123,dam
CHN02-09-120188,CHN04-09-247923,sire
B90-6277397,B99-6143668,sire
B98-6590496,B99-6143668,dam
DV2001-0537,DV2004-0321,sire
DV2001-0019,DV2004-0321,dam
SK1998-22-6618,S2007-0203-6618,sire
B2002-2142230,S2007-0203-6618,dam
B01-6516466,B08-6314622,sire
B06-6267044,B08-6314622,dam
B94-6214211,B04-6468526,sire
B02-6091917,B04-6468526,dam
B90-2035575,B94-6214211,dam
B90-6277377,B02-6091917,sire
B98-6590496,B02-6091917,dam
NL98-5821416,NL03-5343048,sire
B98-6593456,NL03-5343048,dam
B06-5100883,B10-4258358,sire
B2003-6485937,AU04-GFL-1317,dam
B98-6210287,B2003-6485937,sire
B98-6210293,B2003-6485937,dam
B03-6266193,B08-6314601,sire
B98-6590496,B08-6314601,dam
NL03-1731705,NL08-1173451,sire
NL02-2373079,NL08-1173451,dam
NL05-1936841,NL07-1304480,sire
NL04-1362189,NL07-1304480,dam
NL96-8019718,NL07-3762843,sire
NL06-0752148,NL07-3762843,dam
B00-6553131,B07-6404543,sire
B03-6485765,B07-6404543,dam
B04-6293191,B08-6374035,sire
B06-6056065,B08-6374035,dam
NL03-1147197,NL11-1747410,dam
NL96-5666044,NL03-1147197,dam
NL12-1783648,N17-1320027,sire
NL16-1567750,N17-1320027,dam
NL10-3054660,NL12-1783648,sire
NL10-1864339,NL12-1783648,dam
NL15-1849719,NL16-1567750,dam
NL15-1848891,NL17-1858201,sire
NL15-1850518,NL17-1858201,dam
NL07-2007622,NL15-1848891,sire
NL10-1864544,NL15-1848891,dam
NL07-2007621,NL15-1850518,sire
NL14-1208704,NL15-1850518,dam
NL98-2263866,NL13-1925138,sire
B10-5020635,B15-2200328,sire
B13-5036227,B15-2200328,dam
NL03-0374673,NL12-3207937,sire
NL03-0316636,NL12-3207937,dam
NL99-9968174,NL03-0374673,sire
NL98-9876049,NL03-0374673,dam
NL00-0076138,NL03-0316636,sire
NL00-0014123,NL03-0316636,dam
NL07-1513778,NL13-1922018,sire
B98-6278036,B05-6450540,sire
NL16-1663960,NL18-1240867,sire
NL16-1047586,NL18-1240867,dam
NL14-1219811,NL16-1663960,sire
NL12-1784574,NL16-1663960,dam
B13-2071432,NL16-1047586,dam
B02-6092673,B09-6222894,sire
B05-6168668,B09-6222894,dam
B00-3076246,BELG14-3067499,sire
NL10-1693078,BELG15-3025184,sire
B12-3089679,BELG15-3025184,dam
B09-6294000,B10-6358361,sire
B08-6373646,B10-6358361,dam
B04-6325441,B09-6252489,sire
B08-6364806,B09-6252489,dam
C96-239714,T2006-632115,sire
C96-422165,T2006-632115,dam
CHN10-09-224584,CHN2011-09-070394,sire
CHN09-09-007968,CHN2011-09-070394,dam
CHN01-023140,CHN09-09-3226092009,sire
NL03-4774367,CHN09-09-3226092009,dam
B06-6154869,CHN10-09-419042,sire
B06-4112284,CHN10-09-419042,dam
B04-6231792,B06-6154869,sire
B03-6226201,B06-6154869,dam
B94-4421875,B06-4112284,sire
B03-4146093,B06-4112284,dam
CHN10-02-168520,CHN14-09-627565,sire
NL10-1839111,CHN14-09-627565,dam
NL02-2173502,NL10-1839111,sire
NL05-4004811,NL10-1839111,dam
B05-4333769,CHN10-09-310436,sire
B07-4253815,CHN10-09-310436,dam
B04-4277227,B05-4333769,sire
B05-4333735,B07-4253815,sire
B04-4431710,B07-4253815,dam
AU02-220,CHN08-09-337612,sire
NL07-3762443,CHN08-09-337612,dam
CHN05-09-297385,CHN10-09-273358,sire
CHN05-09-116118,CHN10-09-273358,dam
B05-4391925,CHN10-09-214046,dam
CHN12-09-314164,CHN2013-09-234950,sire
CHN11-09-116717,CHN2013-09-234950,dam
CHN10-02-168520,CHN12-09-314164,sire
NL10-1839111,CHN12-09-314164,dam
CHN10-09-224854,CHN11-09-116717,sire
CHN08-09-338869,CHN11-09-116717,dam
CHN2010-09-406384,CHN2012-09-309244,sire
CHN2011-09-116717,CHN2012-09-309244,dam
CHN07-09-169931,CHN2012-09-474681,sire
CHN11-09-116682,CHN2012-09-474681,dam
CHN2010-09-402376,CHN2014-09-468094,sire
CHN2009-09-014963,CHN2014-09-468094,dam
CHN10-09-214046,CHN2013-09-234954,sire
CHN10-09-181383,CHN2013-09-234954,dam
CHN2011-09-430179,CHN2013-09-234970,sire
CHN2010-09-206026,CHN2013-09-234970,dam
CHN2013-09-501242,CHN2014-09-468080,sire
CHN2010-09-270002,CHN2014-09-468080,dam
CHN10-09-273358,CHN11-09-039070,sire
CHN04-09-307102,CHN11-09-039070,dam
CHN2009-09-373789,CHN2014-09-410029,sire
CHN2010-09-224851,CHN2014-09-410029,dam
CHN2009-09-297243,CHN2014-09-410017,sire
NL06-1578974,CHN2014-09-444508,sire
CHN2012-09-492485,CHN2014-09-444508,dam
CHN2010-09-402376,CHN2014-09-410027,sire
CHN2009-09-014963,CHN2014-09-410027,dam
B05-3189858,B08-3004486,sire
B02-4425363,B05-3189858,sire
B97-3072314,B05-3189858,dam
B10-5120228,B11-5167949,sire
B06-5048446,B11-5167949,dam
B95-6201282,B04-6318263,sire
B01-6235338,B04-6318263,dam
B90-6088614,B95-6201282,sire
B94-6142744,B95-6201282,dam
B94-6633774,B01-6235338,sire
B95-6471492,B01-6235338,dam
NL97-1559333,NL08-1540852,sire
NL92-5290883,NL08-1540852,dam
NL85-5551222,NL97-1559333,sire
NL93-5354347,NL97-1559333,dam
NL02-0251837,NL92-5290883,sire
NL02-1705023,NL92-5290883,dam
B02-3185389,NL15-1890280,sire
B88-3206173,NL15-1890280,dam
B98-3158062,B02-3185389,sire
B93-3354340,B02-3185389,dam
B06-3008003,B88-3206173,sire
B03-3053580,B88-3206173,dam
B11-2122137,B12-2194901,sire
B11-6091476,B12-2194901,dam
B02-3003886,B11-2122137,sire
B98-6396501,B11-2122137,dam
B95-3263200,B03-3131060,sire
B02-3026045,B03-3131060,dam
B88-3307763,B95-3263200,sire
B87-3089377,B95-3263200,dam
B95-3263118,B02-3026045,sire
B93-3010103,B02-3026045,dam
B11-9019502,B12-9067219,sire
B99-9119364,B12-9067219,dam
B03-9103503,B11-9019502,sire
B01-9081918,B11-9019502,dam
B06-9057537,B99-9119364,sire
B06-9007023,B99-9119364,dam
B11-9019521,B13-9068102,sire
B99-9119364,B13-9068102,dam
B07-9067832,B11-9019521,sire
B01-9081918,B11-9019521,dam
B08-9075783,B99-9119364,sire
B09-9021126,B99-9119364,dam
B94-005,BE11-6240473,sire
B96-6286083,B94-005,sire
B99-6000159,B94-005,dam
B10-6251600,B12-6196344,sire
B07-6221566,B12-6196344,dam
B03-6277418,B10-6251600,sire
B08-6144005,B10-6251600,dam
B03-6287006,B07-6221566,sire
B05-6234500,B07-6221566,dam
B07-6369509,B09-6369450,dam
B04-6073655,B07-6369509,sire
NL92-1821411,DV06248-12-62,sire
NL88-2522744,DV06248-12-62,dam
NL97-2039867,NL92-1821411,sire
NL99-1374484,NL92-1821411,dam
B96-2270528,NL88-2522744,dam
B02-6106921,B00-6551991,sire
B99-6375826,B00-6551991,dam
B85-3210906,B11-3111687,sire
B04-3179195,B11-3111687,dam
B00-3000606,B85-3210906,sire
B91-3291864,B85-3210906,dam
B94-3294185,B04-3179195,sire
B07-3107773,B11-3111736,sire
B07-3107751,B11-3111736,dam
B06-3106188,B07-3107773,sire
B05-3105949,B07-3107773,dam
B02-3002749,B07-3107751,sire
B03-3230280,B07-3107751,dam
B09-6233714,B11-6220735,sire
B04-6220411,B11-6220735,dam
B05-6065440,B09-6233714,sire
B06-6403054,B09-6233714,dam
B06-6208264,B04-6220411,sire
B04-6220408,B04-6220411,dam
B99-3108240,B11-3011712,sire
B05-3005867,B11-3011712,dam
B93-4554778,B99-3108240,sire
B89-4465322,B99-3108240,dam
B00-3100879,B05-3005867,sire
B99-3282750,B05-3005867,dam
NL00-2263646,NL2005-1928887,sire
NL03-1723225,NL2005-1928887,dam
NL94-9402215,NL00-2263646,sire
NL96-9608804,NL00-2263646,dam
BELG99-6181455,NL2005-5532478,dam
NL05-1541592,B07-6374295,sire
NL03-1234980,B07-6374295,dam
NL93-5383224,NL05-1541592,sire
NL01-2055992,NL05-1541592,dam
B00-6460908,NL03-1234980,sire
B02-6045141,NL03-1234980,dam
B10-6031799,B12-6307249,sire
B11-2076111,B12-6307249,dam
B07-2222206,B12-2197243,dam
B10-5105872,B13-6031587,sire
B12-5045698,B13-6031587,dam
B09-5052443,B10-5105872,sire
B06-5078318,B10-5105872,dam
B09-5052386,B12-5045698,sire
B11-5056912,B12-5045698,dam
B04-2188512,B11-2199331,sire
B00-3100558,B04-2188512,sire
B98-3303868,B04-2188512,dam
NL06-1099786,NL2011-1764203,dam
NL01-1135601,NL06-1099786,sire
NL01-1135708,NL06-1099786,dam
B05-9093853,CHN09-02-483658,sire
NL08-5820810,CHN09-02-483658,dam
BLG99-6438097,NL08-5820810,sire
NL06-1589701,NL08-5820810,dam
B04-6231751,B08-6245088,sire
B03-2191191,B04-6231751,sire
B00-6272081,B04-6231751,dam
B00-3100860,B06-3006491,sire
B03-3203561,B06-3006491,dam
B90-4499329,B00-3100860,sire
B91-4446821,B00-3100860,dam
B95-3305105,B03-3203561,sire
B99-3100105,B03-3203561,dam
B06-6154788,B10-6343114,dam
B02-6121576,B06-6154788,sire
B11-6117696,B12-6307248,sire
B10-6031858,B12-6307248,dam
B07-6034307,B11-6117696,sire
B10-6030939,B11-6117696,dam
B98-6335690,B10-6031858,sire
B04-6307341,B10-6031858,dam
B05-3006501,B09-3180362,sire
B03-3003446,B09-3180362,dam
B97-3229754,B03-3003446,sire
B99-3023909,B03-3003446,dam
NL98-1103891,NL07-1735574,sire
NL02-5241527,NL07-1735574,dam
NL98-1103891,NL07-1735575,sire
NL02-5241527,NL07-1735575,dam
BE08-6369094,BE14-6306580,sire
BE10-6297598,BE14-6306580,dam
BE13-5025014,BE15-2185810,sire
BE13-5033560,BE15-2185810,dam
BE05-5097854,BE13-5025014,sire
BE09-5021751,BE13-5025014,dam
BE10-5091047,BE13-5033560,sire
BE11-5160761,BE13-5033560,dam
DV06348-03-284,DV11-06348-672,dam
DV06348-02-293,DV11-06348-674,sire
DV06348-00-814,DV06348-02-293,sire
DV06348-98-41599,DV06348-02-293,dam
NL2011-1185880,NL15-4767413,sire
NL2014-1462403,NL15-4767413,dam
C2012-02-234447,CHN18-01-0372294,dam
C2012-02-234447,CHN17-02-0658235,dam
CHN16-03-4444432,C18-01-0372303,sire
CHN16-03-1273000,C18-01-0372303,dam
CHN2017-02-0619162,CHN2019-03-1079985,dam
NL2014-4750805,CHN2019-03-1102465,sire
NL17-4703991,CHN2019-03-1102465,dam
B10-4323553,NL2014-4750805,sire
NL10-5011998,NL2014-4750805,dam
NL09-1754567,NL17-4703991,sire
NL10-1109814,NL17-4703991,dam
C2008-03-111884,CHN2019-03-1079999,sire
C2016-03-1273000,CHN2019-03-1079999,dam
C2012-02-234447,CHN18-03-0900987,dam
NL11-1298578,NL12-1292777,sire
NL10-1409631,NL12-1292777,dam
B07-2093103,NL11-1980908,sire
NL05-1672949,NL11-1980908,dam
NL98-1573692,NL05-1672949,sire
B09-4189842,DV01697-12-2269,sire
NL08-2021257,DV01697-12-2269,dam
B99-6552499,DV02098-05-575,sire
B09-4189842,DV01697-17-1001,sire
NL08-2021257,DV01697-17-1001,dam
BELG2004-3230875,CHN2014-03-003200,dam
B09-4189842,DV01697-12-2157,sire
BE11-4008897,DV01697-12-2157,dam
B06-6210009,B12-6142628,sire
B06-6210251,B12-6142628,dam
NL06-1974929,NL08-1291245,dam
DV01769-08-162,DV01769-11-444,sire
DV01769-08-162,DV11-01769-186,sire
DV01769-08-1199,DV03236-12-1047,sire
NL07-1566659,NL12-1402705,dam
B11-2083010,B14-2216395,sire
B08-2040295,B14-2216395,dam
B11-2083023,B11-2083010,sire
B08-2040300,B11-2083010,dam
B10-2045388,B14-2216406,sire
B10-2045162,B14-2216406,dam
B07-2055171,B10-2045388,sire
B05-2142800,B10-2045388,dam
NL02-1381819,NL03-2186113,sire
NL02-1381946,NL03-2186113,dam
B09-3188087,B14-3155955,dam
B06-3008013,B09-3188087,dam
NL00-1148553,NL03-1675010,sire
B02-3255938,B12-3168963,dam
NL03-113828207,NL09-5914120,sire
NL03-1130820106,NL09-5914120,dam
NL01-1888847,NL03-113828207,sire
NL96-9694027,NL03-1130820106,sire
NL00-1977888,NL03-1130820106,dam
NL03-113828207,NL07-2008339,sire
NL03-1130820106,NL07-2008339,dam
B11-6265152,BELG13-6080895,sire
B00-6156432,B11-6265152,sire
B06-6267300,B11-6265152,dam
B13-3159402,B14-3067156,dam
B05-3006583,B13-3159402,sire
B04-3069721,B13-3159402,dam
NL03-113822406,NL07-2008413,sire
NL03-230307007,NL07-2008413,dam
NL96-9694027,NL03-113822406,sire
NL97-152667,NL03-230307007,sire
NL97-1526227,NL03-230307007,dam
B06-6268114,B14-6079191,sire
B09-6222195,B14-6079191,dam
B99-6143191,B06-6268114,sire
B02-6092535,B06-6268114,dam
B06-6188481,B09-6222195,sire
B06-5010886,B09-6222195,dam
NL04-2052787,NL07-2008570,sire
NL04-205293408,NL07-2008570,dam
NL99-1378768,NL04-2052787,sire
NL01-1888832,NL04-205293408,sire
NL03-1302805,NL04-205293408,dam
NL03-113822406,NL07-2008475,sire
NL03-230307007,NL07-2008475,dam
B07-6155353,B14-6298434,sire
B05-6444400,B07-6155353,sire
B05-6444367,B07-6155353,dam
B04-1066226,B12-1041939,sire
B09-1000303,B12-1041939,dam
B99-5193333,B04-1066226,sire
B03-1003438,B04-1066226,dam
NL05-1755350,B09-1000303,sire
NL05-1755344,B09-1000303,dam
B08-1000441,B12-1003281,sire
B07-1002294,B12-1003281,dam
NL05-1755342,B08-1000441,sire
NL05-1755317,B08-1000441,dam
B99-5193333,B07-1002294,sire
B05-1034294,B07-1002294,dam
B98-2061410,BELG02-2214394,sire
B89-2559604,BELG02-2214394,dam
NL96-2477441,B98-2061410,sire
B97-2076498,B98-2061410,dam
B85-5230489,B89-2559604,sire
B85-2359168,B89-2559604,dam
NL89-2201387,BELG03-2191453,sire
NL97-3185048,BELG03-2191453,dam
NL76-2528624,NL89-2201387,sire
NL85-2359168,NL89-2201387,dam
NL90-3152165,NL97-3185048,sire
NL89-3167847,NL97-3185048,dam
B98-2061410,BELG02-2214379,sire
B89-2559604,BELG02-2214379,dam
NL85-5230489,B89-2559604,sire
NL85-2359168,B89-2559604,dam
NL04-2052787,NL07-2008582,sire
NL04-205293408,NL07-2008582,dam
B03-2191428,BELG10-2045490,sire
B06-3098075,BELG10-2045490,dam
B89-2201387,B03-2191428,sire
B85-2359168,B03-2191428,dam
B96-3226008,B06-3098075,sire
B98-3080001,B06-3098075,dam
B08-6245182,B14-6022991,sire
B10-6155000,B14-6195006,sire
B01-6080717,B10-6155000,sire
NL04-205298906,NL07-5729571,sire
NL04-205304906,NL07-5729571,dam
NL93-2700132,NL04-205298906,sire
NL02-1638126,NL04-205304906,sire
NL02-1638113,NL04-205304906,dam
B09-6222045,B12-6321151,dam
B00-6155746,B09-6222045,sire
B01-6253991,B09-6222045,dam
NL04-205298906,NL07-5729594,sire
NL04-205304906,NL07-5729594,dam
B07-3200000,B09-3095030,dam
B05-3224593,B07-3200000,sire
B06-2452361,B07-3200000,dam
B05-3006569,B14-3157406,sire
B05-3006569,B14-3150687,sire
B09-3188087,B14-3150687,dam
B08-6166350,B12-6323647,sire
B10-6037702,B12-6323647,dam
B05-6054252,B08-6166350,sire
B02-6496778,B08-6166350,dam
B05-6448192,B10-6037702,sire
B02-6091871,B10-6037702,dam
B09-6358256,B12-6235086,sire
B07-6077248,B12-6235086,dam
B02-6092673,B09-6358256,sire
B05-6168668,B09-6358256,dam
B00-6155604,B07-6077248,sire
B06-6135370,B07-6077248,dam
B04-6278020,B12-6235089,sire
B09-6040138,B12-6235089,dam
B02-6092535,B04-6278020,dam
B08-6338028,B09-6040138,sire
B08-6338041,B09-6040138,dam
DV08833-99-631,DV08833-00-592,sire
B97-6604629,DV08833-99-631,sire
DV08833-97-1491,DV08833-99-631,dam
BELG2003-6192634,B10-6358936,sire
BELG2004-6073334,B10-6358936,dam
BELG1997-6205345,BELG2004-6073334,dam
BELG2009-6356722,B11-6333642,dam
BELG2007-6399401,BELG2009-6356722,dam
BELG2006-6410696,B11-6333700,sire
BELG2007-6404510,B11-6333700,dam
BELG2003-6032896,BELG2006-6410696,sire
BELG2003-6192606,BELG2006-6410696,dam
BELG2001-6455003,BELG2007-6404510,sire
BELG2005-6045400,BELG2007-6404510,dam
BELG2011-6115021,BELG2012-6307296,sire
BELG2010-6031800,BELG2012-6307296,dam
BELG2010-6163863,BELG2011-6115021,sire
BELG2010-6166238,BELG2011-6115021,dam
BELG1998-6335690,BELG2010-6031800,sire
BELG2004-6307341,BELG2010-6031800,dam
BELG2012-6023210,BELG2013-6062206,sire
BELG2009-6111546,BELG2013-6062206,dam
BELG2010-6297742,BELG2012-6023210,sire
BELG2009-2035886,BELG2012-6023210,dam
BELG2006-6034734,BELG2009-6111546,dam
BELG2006-6210990,BELG2013-6062010,sire
BELG2010-6031710,BELG2013-6062010,dam
BELG2005-6337115,BELG2006-6210990,sire
BELG2005-6337294,BELG2006-6210990,dam
BELG2002-6183083,BELG2010-6031710,sire
BELG2007-6033018,BELG2010-6031710,dam
BELG2008-6369094,BELG2013-6062172,sire
BELG2010-6297598,BELG2013-6062172,dam
BELG2007-6033110,BELG2008-6369094,dam
BELG2005-6045015,BELG2010-6297598,sire
BELG2004-6095801,BELG2010-6297598,dam
BELG2012-3162875,BELG2016-3084342,sire
BELG2012-4241083,BELG2016-3084342,dam
BELG1999-3199708,BELG2012-3162875,sire
BELG2007-4361085,BELG2012-3162875,dam
BELG2009-3040107,BELG2012-4241083,sire
CHN2010-3020292,BELG2012-4241083,dam
BELG2010-3179399,BELG2016-3084308,sire
BELG2013-3164523,BELG2016-3084308,dam
BELG1999-3199708,BELG2010-3179399,sire
BELG2006-1974998,BELG2010-3179399,dam
BELG2007-3043418,BELG2013-3164523,sire
BELG2012-3127542,BELG2013-3164523,dam
BELG2014-3067002,BELG2016-3138921,sire
BELG2015-3025100,BELG2016-3138921,dam
BELG2009-5052387,BELG2014-3067002,sire
BELG2007-3199994,BELG2014-3067002,dam
BELG2012-6023348,BELG2015-3025100,sire
BELG2011-321097,BELG2015-3025100,dam
BELG2014-3067001,BELG2016-3138917,sire
BELG2015-3025153,BELG2016-3138917,dam
BELG2009-5052387,BELG2014-3067001,sire
BELG2006-3008013,BELG2014-3067001,dam
BELG2012-3203219,BELG2015-3025153,sire
BELG2012-1665470,BELG2015-3025153,dam
BELG2012-3127549,BELG2016-3138905,sire
BELG2009-3095237,BELG2016-3138905,dam
BELG2007-3199999,BELG2012-3127549,sire
BELG2007-4026135,BELG2012-3127549,dam
BELG2002-3003592,BELG2009-3095237,sire
BELG2004-3069722,BELG2009-3095237,dam
BELG2013-3159460,BELG2016-3138903,sire
BELG2012-3691293,BELG2016-3138903,dam
BELG2005-3006583,BELG2013-3159460,sire
BELG2004-3069721,BELG2013-3159460,dam
BELG2008-5369969,BELG2012-3691293,sire
BELG2005-5369393,BELG2012-3691293,dam
BELG2010-6163736,BELG2012-6307282,sire
BELG2008-6177699,BELG2012-6307282,dam
BELG2007-6320827,BELG2010-6163736,sire
BELG2007-6377967,BELG2010-6163736,dam
BELG1998-6335690,BELG2008-6177699,sire
BELG2007-6033110,BELG2008-6177699,dam
BELG2009-5110388,BELG2011-4097223,sire
BELG2008-5027744,BELG2011-4097223,dam
BELG1994-4407032,BELG2009-5110388,sire
BELG2002-5065265,BELG2009-5110388,dam
BELG2006-4112378,BELG2008-5027744,dam
BELG2011-4244025,BELG2014-4215749,sire
BELG2011-4097002,BELG2014-4215749,dam
BELG2009-6111600,BELG2011-4244025,sire
BELG2000-4065848,BELG2011-4097002,sire
BELG2005-4130520,BELG2011-4097002,dam
BELG2009-6111600,BELG2014-4215608,sire
BELG2009-5052486,BELG2014-4215608,dam
BELG1998-6335690,BELG2009-6111600,sire
BELG1999-5000704,BELG2009-5052486,sire
BELG2006-4112378,BELG2009-5052486,dam
BELG2009-4080888,BELG2011-4097219,sire
BELG2006-4107502,BELG2011-4097219,dam
BELG1991-4261261,BELG2009-4080888,sire
BELG2002-4025234,BELG2006-4107502,sire
BELG2002-4025206,BELG2006-4107502,dam
BELG2007-4373754,CHN2012-4163556,sire
BELG2005-4130439,CHN2012-4163556,dam
BELG2002-4333378,BELG2007-4373754,sire
BELG1999-4365061,BELG2007-4373754,dam
BELG1996-4391970,BELG2005-4130439,sire
BELG2004-4019957,BELG2005-4130439,dam
BELG2008-4003774,BELG2014-1053504,sire
BELG2005-9029062,BELG2014-1053504,dam
BELG2007-4067927,BELG2008-4003774,dam
BELG2004-9134245,BELG2005-9029062,sire
BELG2001-9040067,BELG2005-9029062,dam
BELG2007-6229033,BELG2013-6309538,sire
BELG2010-6342785,BELG2013-6309538,dam
BELG2003-6460062,BELG2010-6342785,sire
BELG2001-6179491,BELG2010-6342785,dam
BELG1998-9147006,BELG2006-9123115,sire
BELG2002-9050056,BELG2006-9123115,dam
BELG1991-613925,BELG1998-9147006,sire
BELG1996-9107968,BELG1998-9147006,dam
BELG1998-9116021,BELG2002-9050056,sire
BELG1998-6117073,BELG2002-9050056,dam
BELG2011-9097009,BELG2014-1053524,sire
BELG2011-9079434,BELG2014-1053524,dam
BELG2010-9017256,BELG2011-9097009,sire
BELG2010-9017260,BELG2011-9097009,dam
BELG2007-9023007,BELG2011-9079434,sire
BELG2008-4003770,BELG2011-9079434,dam
BELG2009-9079107,BELG2014-1053527,sire
BELG2011-9065109,BELG2014-1053527,dam
BELG2007-9023061,BELG2009-9079107,sire
BELG2007-9023007,BELG2011-9065109,sire
BELG2008-4003770,BELG2011-9065109,dam
BELG2007-9023061,BELG2014-1053531,sire
BELG2010-9039292,BELG2014-1053531,dam
BELG2000-9103502,BELG2007-9023061,sire
BELG2003-9021265,BELG2007-9023061,dam
BELG2006-2178778,BELG2010-9039292,sire
BELG2008-9044263,BELG2010-9039292,dam
BELG2009-9079200,BELG2014-1053534,sire
BELG2013-9029642,BELG2014-1053534,dam
BELG2007-9023007,BELG2009-9079200,sire
BELG2004-4295601,BELG2009-9079200,dam
BELG2004-9134245,BELG2013-9029642,sire
BELG2011-9079448,BELG2013-9029642,dam
BELG2007-9023007,BELG2014-1053537,sire
BELG1999-9128113,BELG2007-9023007,sire
BELG2001-9040072,BELG2007-9023007,dam
BELG2008-9044061,BELG2014-1053510,sire
BELG2012-9032334,BELG2014-1053510,dam
BELG2007-9023098,BELG2008-9044061,sire
BELG2006-9130813,BELG2008-9044061,dam
BELG2007-9023172,BELG2012-9032334,dam
BELG2010-208200,BELG2014-1053514,sire
BELG2007-9023137,BELG2014-1053514,dam
BELG2005-4372644,BELG2010-208200,sire
BELG2008-4003712,BELG2010-208200,dam
BELG2005-9029202,BELG2007-9023137,dam
BELG2004-9134245,BELG2014-1053515,sire
BELG2011-9079448,BELG2014-1053515,dam
BELG1998-9147006,BELG2004-9134245,sire
BELG2002-9050748,BELG2004-9134245,dam
BELG2007-9023007,BELG2011-9079448,sire
BELG2008-4003770,BELG2011-9079448,dam
BELG2004-9134245,BELG2014-1053516,sire
BELG2011-9079448,BELG2014-1053516,dam
BELG2010-5043087,BELG2014-1053522,sire
BELG2012-9032373,BELG2014-1053522,dam
BELG2007-2103401,BELG2010-5043087,sire
BELG2005-2267619,BELG2010-5043087,dam
BELG2004-9134245,BELG2012-9032373,sire
BELG2011-9065108,BELG2012-9032373,dam
BELG2008-4003774,BELG2014-1053503,sire
BELG2005-9029062,BELG2014-1053503,dam
BELG2008-9044061,BE14-1053509,sire
BELG2012-9032334,BE14-1053509,dam
BELG2008-9044015,BELG2012-9032334,sire
BELG2008-9044015,BE14-1053540,sire
BELG2012-9032374,BE14-1053540,dam
BELG2007-9023007,BELG2008-9044015,sire
BELG2007-3181232,BELG2008-9044015,dam
BELG2004-9134245,BELG2012-9032374,sire
BELG2011-9065108,BELG2012-9032374,dam
BELG2007-4373753,BE11-4308824,sire
BELG2007-4373751,BE11-4308824,dam
BELG2002-4333378,BELG2007-4373753,sire
BELG1999-4365061,BELG2007-4373753,dam
BELG1997-4263065,BELG2007-4373751,sire
BELG2003-4316043,BELG2007-4373751,dam
BELG2007-4373753,BE10-4253756,sire
BELG2007-4373751,BE10-4253756,dam
BELG2007-4373754,BE10-4253679,sire
BELG2005-4130439,BE10-4253679,dam
BELG2007-4373753,BE10-4253774,sire
BELG2007-4373751,BE10-4253774,dam
BELG2008-4347459,BE11-4308809,sire
BELG2004-4433047,BE11-4308809,dam
BELG2007-4373753,BELG2008-4347459,sire
BELG2007-4373751,BELG2008-4347459,dam
BELG1997-4263065,BELG2004-4433047,sire
BELG2003-4316043,BELG2004-4433047,dam
BELG2008-4347459,BE11-4308808,sire
BELG2004-4433047,BE11-4308808,dam
BE07-4373753,BE11-4308778,sire
BE07-4373751,BE11-4308778,dam
BE08-4346240,BE11-4308757,sire
BE08-4347412,BE11-4308757,dam
BE00-4270015,BE08-4346240,sire
BE06-404451317,BE08-4346240,dam
BE07-4154073,BE08-4347412,sire
BE06-4382490,BE08-4347412,dam
BELG2007-4373753,BE11-4308723,sire
BELG2007-4373751,BE11-4308723,dam
BELG2006-4382488,BELG2011-4308703,sire
BELG2008-4346244,BELG2011-4308703,dam
BELG1994-4578837,BELG2006-4382488,sire
BELG2001-4174034,BELG2006-4382488,dam
BELG2002-4333378,BELG2008-4346244,sire
BELG1999-4365061,BELG2008-4346244,dam
BELG2007-3199999,BE14-3155972,sire
BELG2007-3034354,BE14-3155972,dam
BELG2005-3224593,BELG2007-3199999,sire
BELG2006-2452361,BELG2007-3199999,dam
BELG1998-3243085,BELG2007-3034354,sire
BELG2002-3250618,BELG2007-3034354,dam
BELG2014-3067004,BE14-3155934,sire
BELG2011-2018430,BE14-3155934,dam
