img_id,father,mother,pgf,pgm,mgf,mgm
566594,,,,,,
557743,,,,,,
629479,,,,,,
629478,,,,,,
557749,,,,,,
556745,,,,,,
556737,,,,,,
556738,,,,,,
556739,,,,,,
556728,,,,,,
556730,,,,,,
556731,,,,,,
556735,,,,,,
556720,,,,,,
556724,,,,,,
556716,,,,,,
556718,,,,,,
556709,,,,,,
556715,,,,,,
556702,,,,,,
556705,,,,,,
556697,,,,,,
556700,,,,,,
556691,,,,,,
556692,,,,,,
556695,,,,,,
556687,,,,,,
556683,,,,,,
556677,,,,,,
556679,,,,,,
557747,,,,,,
557751,,,,,,
556743,,,,,,
556744,,,,,,
556733,,,,,,
556719,,,,,,
556717,,,,,,
556696,,,,,,
556701,,,,,,
556699,,,,,,
556686,,,,,,
556690,,,,,,
556680,,,,,,
556681,,,,,,
556682,,,,,,
556740,,,,,,
556746,,,,,,
556706,,,,,,
566124,,,,,,
566128,,,,,,
566130,,,,,,
566126,,,,,,
566122,,,,,,
566127,,,,,,
566123,,,,,,
566125,,,,,,
566132,,,,,,
566134,,,,,,
566135,,,,,,
566133,,,,,,
566136,,,,,,
566137,,,,,,
566138,,,,,,
566139,,,,,,
629481,,,,,,
629482,,,,,,
629480,,,,,,
629477,,,,,,
629475,,,,,,
629474,,,,,,
629473,,,,,,
629472,,,,,,
629471,,,,,,
608272,,,,,,
608271,,,,,,
608274,,,,,,
608273,,,,,,
565968,,,,,,
565976,,,,,,
565978,,,,,,
565979,,,,,,
565980,,,,,,
666990,,,,,,
666989,,,,,,
666988,,,,,,
666987,,,,,,
666986,,,,,,
666985,,,,,,
666984,,,,,,
666983,,,,,,
666982,,,,,,
666964,,,,,,
666961,,,,,,
666960,,,,,,
666959,,,,,,
666958,,,,,,
645277,,,,,,
645610,,,,,,
645278,,,,,,
645276,,,,,,
645275,,,,,,
645232,,,,,,
645231,,,,,,
645230,,,,,,
645229,,,,,,
645227,,,,,,
645226,,,,,,
645225,,,,,,
645224,,,,,,
645223,,,,,,
645222,,,,,,
645221,,,,,,
645220,,,,,,
645219,,,,,,
645086,,,,,,
645085,,,,,,
645084,,,,,,
557742,,,,,,
596223,,,,,,
679431,,,,,,
679430,,,,,,
679429,,,,,,
679428,,,,,,
679427,,,,,,
679426,,,,,,
664692,,,,,,
664690,,,,,,
664691,,,,,,
664689,,,,,,
664688,,,,,,
664687,,,,,,
664686,,,,,,
664685,,,,,,
664684,,,,,,
664683,,,,,,
664682,,,,,,
664681,,,,,,
596255,,,BELG1998-3158062,BELG2000-3195099,NL2009-1728616,
596254,,,BELG1998-3158062,BELG2000-3195099,NL2009-1728616,
577960,,,,,,
577958,,,,,,
577956,,,,,,
577955,,,,,,
577954,,,,,,
577953,,,,,,
577949,,,,,,
577948,,,,,,
577947,,,,,,
577946,,,,,,
577945,,,,,,
577944,,,,,,
577943,,,,,,
577942,,,,,,
577941,,,,,,
577940,,,,,,
577939,,,,,,
577938,,,,,,
577937,,,,,,
577936,,,,,,
577935,,,,,,
577933,,,,,,
577932,,,,,,
577931,,,,,,
577930,,,,,,
577929,,,,,,
577928,,,,,,
577927,,,,,,
577926,,,,,,
577925,,,,,,
577924,,,,,,
577922,,,,,,
577921,,,,,,
577920,,,,,,
577919,,,,,,
577918,,,,,,
577917,,,,,,
577916,,,,,,
577915,,,,,,
577914,,,,,,
577913,,,,,,
577911,,,,,,
577910,,,,,,
577909,,,,,,
577908,,,,,,
577907,,,,,,
577906,,,,,,
577905,,,,,,
577904,,,,,,
577903,,,,,,
577902,,,,,,
577901,,,,,,
577900,,,,,,
577899,,,,,,
577898,,,,,,
577897,,,,,,
577896,,,,,,
577895,,,,,,
577894,,,,,,
577893,,,,,,
577892,,,,,,
411238,B98-5090216,,B91-6371155,B90-5049955,,B97-5160755
9848,,,B81-6463080,B90-6669181,B85-2359090,B86-2396354100
56232,BE94-6214223,BE96-6615184,BE82-6380170,BE78-6145268,BE94-6203344,BE93-6228670
24065,,,,,,
682602,,,BE98-6335690,BE96-6404318,BE02-6183100,BE03-6108024
682021,BELG2007-4373753,BELG2007-4373751,BELG2002-4333378,BELG1999-4365061,BELG1997-4263065,BELG2003-4316043
681976,,,,,,
666861,B05-6451167,,B95-6246005,B90-6652120,,
666847,,,NL94-9410369,NL97-9779802,NL94-9410369,NL97-9779802
655113,BE04-6058345,BE14-6312125,BE98-6350218,BE96-6351943,BE13-6026027,BE13-6026564
651996,,,,,,
620181,,,,,,
556427,,,BE95-6246005,BE90-6652120,,
554295,,,,,,
543860,,B00-6190647,B92-6596037,B89-6606996,B95-6637863,B99-6493886
541113,BE98-6335690,BE97-6407575,BE92-6235626,BE96-6404318,BE97-6450252,BE95-6370004
535837,,,,,,
520787,BE05-6450535,B06-6056117,,,BE98-6278036,BE98-6589910
520698,B98-6350218,,B86-6056506,B00-0000006,B99-6485734,B99-01439857
512362,,,B99-6491296,B99-6493868,B92-6596037,B97-6355026
483434,,,,,,
473146,B04-2107237,NL04-2055216,B99-2171918,B93-2133027,NL96-2286394,NL96-2286554
466605,,B08-6177641,,,B98-633590,B04-6307210
454925,B96-6515027,B02-2098674,B85-6580715,B81-6688022,B94-6366819,B01-6179214
454907,B2006-6329295,B2007-6368571,B2005-6449907,B2003-6192606,B2005-6155345,B2005-6225881
454905,B05-5096371,B07-5042369,B99-5157685,B91-5002240,B00-5062351,B02-5023996
421232,,,B93-6228508,B90-6277638,B97-6165725,B05-6166520
411255,B98-5090216,,B91-6371155,B90-5049955,,B97-5160755
411253,B90-4499329,B98-3303957,B89-3307220,B84-3268638,B85-4016662,B90-4499042
377419,B00-6178876,DV0516-10-2052,B93-6126917,B91-6085334,B02-6175803,DV0516-09-2057
369589,,,,,,
365977,B2001-6135328,B2001-6135187,B1999-6381164,B1997-6162118,B2000-6178661,B1995-6076417
365938,,B00-5150456,,,,
365926,B00-4140444,B00-4143466,B99-4436008,B89-4274193,B95-4618837,B98-4368737
365913,NL01-1892694,NL02-1641427,NL90-2519089,NL87-2084325,NL96-2286510,NL96-2286406
361982,,,,,B95-028,
336079,,,,,,
336071,,,,,,
332547,,,,,,
319808,B01,B02,B88,B87,B96,B94
318580,,,B94-6366929,B92-6243625,,
316968,,B99-6493868,B92-6596037,B97-6355026,B89-6611641,B97-6587240
314686,,,,,,
307740,NL99-3151680,NL01-5150294,,,,
276163,B94-2061052,NL00-2178233,B83-2350008,B77-2367021,NL89-8920508,
110480,B97-6600148,B04-6467380,B91-6680124,B93-6631866,B94-6434172,B97-6270413
156882,,,,,,
218525,,,,,,
26367,B97-6274301,B91-6264475,B96-6171836,B93-6210739,B87-6155987,B86-6130802
13402,B90-5061274,B96-5290252,B85-6580876,B84-6510285,B89-5340010,
10558,,,B88-6502411,B82-6240320,B92-6074663,B93-2434274
60641,BE96-6223279,BE01-6255579,BE82-6380170,BE78-6145268,BE98-6210287,BE98-6210293
66909,,,,,,
221222,NL09-3955554,NL10-3025822,NL99-1038971,NL04-0439690,NL06-0730086,NL07-3732472
10497,,,B91-6231630,B75-6273704,B94-6263311,B94-6263369
10764,,NL04-1389374,NL02-2373003,B98-6593456,D02098-03-1030,NL00-1122150
10476,,,,,,
12209,NL2003-1723256,NL98-5820804,NL95-1379941,NL90-2191223,NL97-7034327,NL97-5700937
111355,,,,,,
66590,,,,,,
38677,B98-6210450,B01-6255231,B82-6380170,B64-6140875,B92-6074328,B95-6230638
682848,,B09-6080505,BE99-6030598,BE99-6030541,,
682601,,,BE98-6335690,BE96-6404318,BE02-6183100,BE03-6108024
682555,NL12-1076878,NL11-1185811,NL02-2373002,NL99-597341,BE09-6040496,BE05-6337097
681975,,,,,,
666863,,,B93-6621023,B89-6202092,,
666850,NL01-0179465,,NL93-1125375,NL00-0077729,NL94-9410369,NL97-9779802
655153,BE00-6249381,BE04-6058267,BE86-6056506,BE00-0000006,BE99-6448386,BE99-6448149
651994,,,,,,
650173,BE06-6034922,BE08-6177501,BE98-6335690,BE96-6404318,BE98-6335690,BE07-6033110
559960,,,BE92-6235626,BE96-6404318,,
546735,,,BELG1998-9147146,BELG1999-9128001,BELG1998-3158062,BELG1998-2098681
546733,BE98-6278036,BE00-6448062,,,,
543913,,,,,,
543912,,,B03-6257134,,,
543865,,B99-6493868,B92-6596037,B97-6355026,B89-6611641,B97-6587240
474000,B2008-6124053,B2007-6368588,B2006-6398583,B2004-6430819,B2005-6444400,B2005-6444367
538385,,,,,,
535838,,,,,,
520790,BE98-6278036,BE00-6448062,,,,
483482,B99-6143928,,B82-6380170,B64-6140875,,
473149,,,,,,
473148,B98-2212898,B02-2320971,B92-5299285,NL84-2195177,NL96-9693778,NL96-1480794
473143,B90-4499329,B98-3303957,B89-3307220,B84-3268638,B85-4016662,B90-4499042
469040,BELG2001-6345099,BELG2006-6302911,BELG1998-6335690,BELG1996-6404318,BELG2001-6151481,BELG2005-6145248
455088,,,,,,
454984,B04-2018545100,B11-2178056,DV03661-94-100,B81-6688022,B07-2015371,B07-2000704
454926,B98-5090238,B05-2267250,B91-6371155,B90-5049955,B97-1758781,B97-2450465
454920,B2009-6086662,B2009-6086576,B2007-6356193,B2004-6431082,B2007-6389074,B2007-6389040
454917,B2008-6361625,B2006-6401348,B2005-6155385,B1999-6493868,B2003-6033216,B1998-6161525
454915,B2009-6086410,B2009-6086602,B2007-6389026,B2005-6225881,B2007-6389100,B2007-6356002
435986,,,,,,
411260,B04-4384601,B02-4474488,B97-4488095,B92-4564103,B93-2053961,B01-4496345
411241,B05-2074952,B05-2279830,B03-2266295,B96-2096241,NL03-1141073,B04-2107250
381980,B97-5160395,B05-5096491,B92-5052992,B91-5002240,B00-5066651,B03-5232479
381968,B00-6178876,DV0516-10-2051,B93-6126917,B84-6121565,B02-6175803,DV0516-09-2057
377278,,,B84-6698864,B81-6600376,B00-6245149,
362436,NL00-1676212,NL95-2013000,NL93-2353516,BE92-6685680,NL86-721087,NL88-1918564
362334,,,,,,
362015,B92-3138647,B95-3336674,B88-3307763,B87-3089349,B89-3160827,B92-3138672
356912,B96-6515027,B98-2366924100,B85-6580715,B92-6376923,DV03661-94-100,B85-6580826
340059,,B07-510175,B98-3158062,B00-3195099,B98-9147129,B98-9147107
336082,,,,,,
330007,B03-6460602,B96-6618305,B94-6366891,B92-6242005,B89-6358226,B93-6433705
318582,,B01,,,B93,B94
318078,GB03,GB07,GB93,GB93,SU00-13973,GB04
317157,B94-6495178,B02-6121800,B86,B79-6631331,B90-6237584,B1988-2031497
313565,,,,,,
295161,,,B91-6680124,B93-6631866,B95-6316522,B93-6681353
292738,NL06-1078529,B06-4008826,NL03-5301441,NL98-5870048,,
276166,B94-2061052,NL00-2178233,B83-2350008,B77-2367021,NL89-8920508,
156883,,,B95-6316496,B95-6637008,B95-6316522,B02-6499857
170109,B96-6445358,B01-6262957,B90-6563338,B93-6491173,B96-6445285,B91-6680123
11677,B98-6350218,B02-00825411,B86-6056506,B00-0000006,B99-6485734,B99-01439857
9849,,,B88-6502411,B82-6240320,B92-6074663,B93-2434274
17407,B97-6165825,B00-6156342,B92-6074390,B90-6277376,SA96-0095447,B96-6223357
221221,NL11-3052066,NL07-3738801,NL10-3025875,NL09-3955034,NL89-8981950,NL99-9911252
67356,,,,,,
199113,B07-2228051,B05-2267747,B06-5025875,B01-2243097,B03-2101766,B04-2107368
24066,,,ABF84-413,MTZ87-1607,MTZ88-4047,MTZ87-1607
209191,,AU95,,,NL85-1808748,NL86-1537290
12208,,,,,,
10650,,B00-6190647,B92-6596037,B89-6606996,B95-6637863,B99-6493886
221481,B96-6515027,B98-2366924100,B85-6580715,B92-6376923,DV03661-94-100,B85-6580826
47997,,,,,,
683307,BELG2003-6460062,BELG2013-6143816,BELG1994-6366891,BELG2000-6301617,BELG2002-6354241,BELG2012-6042459
682556,NL11-1186012,NL10-5011998,NL04-1389690,BE96-6286060,NL02-2373002,NL99-597341
680649,B06-6210298,B10-6358671,B95-6246005,B90-6652120,B09-6269131,B06-6410675
666854,B01-6387350,B02-00825443,B99-6448053,B98-6350130,B98-6477108,B98-00825476
666853,,,,,,
655158,BE05-3005462,BE04-3004517,BE90-4499329,BE89-4465322,BE90-4499329,BE98-3303957
655138,BE00-6249381,BE05-6234045,BE86-6056506,BE00-0000006,BE02-6058422,BE00-6249470
651993,,,,,,
602635,,,B11-6091408,BE06-6410620,B07-2055341,
602632,BE14-6239376,BE13-6215692,BE12-6140335,BE05-6116272,BE08-6338583,BE10-6284702
559966,,,,,,
554296,,,,,,
546736,B94-6495178,B09-6130504,B86-6616231,B93-5188111,,
543968,,,B88-3206112,B96-3156104,B98-3158062,B00-3195029
454922,B2007-6389041,B2008-6361626,B2005-6157256,B1999-6493868,B2005-6155385,B2007-6389077
520731,BE05-6198745,BE06-6056106,,,,
489409,B96-6223279,B07-6076208,B82-6380170,B90-6669172,B98-6210561,B04-6276377
473147,B05-2074952,B05-2279830,B03-2266295,B96-2096241,NL03-1141073,B04-2098866
469641,,B05-6444304,B99-6491296,B97-6355026,B00-6340067,B04-6430819
454928,B05-2046775100,B05-2037745,DV03661-94-100,B81-6688022,B03-2035944100,B04-2018544100
430836,,,BELG1997-6157721,BELG1993-6098237,BELG1996-6618311,BELG1996-6618305
411276,BE12-5015196,BE12-5015222100,BE04-5065566,BE99-5271731,BE04-5226586,BE05-5220465
391570,B02-2214210,,B00-2117109,,,NL2000-2178265
389355,BE04-3223930,,BE96-3156032,BE96-3287010,,BE01-3263905
381984,B05-5213520,B05-5202304,B01-5020494,B91-5002240,B95-5310582,B01-5252141
381963,B00-6178876,,B93-6126917,B84-6121565,B02-6175803,B00-6178921
381191,,,B90,B87-4021090,,
381166,B04-5065550,B06-5100704,B01-5025955,B97-5204420,B00-5150646,B05-5133419
377413,,,,,,
377342,B03-6257134,,,B02-6379072,,
371488,B94-6366891,B02-6496789,B86-6676122,B82-6736965,B91-6372283,B96-6573271
362437,,,,,,
356914,B98-2425539,B07-2015377,DV03661-94-100,B81-6688022,B96-6515027,B98-2366924100
336087,,,,,,
334242,,,,,NL03-1731771,
319915,,,,,,
313564,,,,,,
313552,,,,,,
292041,NL01-5150212,B06-4008828,NL96-8005840,NL90-2456019,,
274354,,,,,,
180010,B02-6299000,,B95-6647246,B98-6491935,B95-6316476,B95-6637008
244356,,,,,,
241475,,,,,,
9850,,,B88-6502411,B82-6240320,B92-6074663,B93-2434274
174249,,,,,,
38678,B99-6143595,B00-65525964,B98-6210287,B96-3121904,B97-6165825,B97-6424264
12216,,,B99-6151734,B01-6153558,B97-6362086,B99-6151796
221240,B01-2243492,B96-2208802,B95-2479220,B90-6127767,B91-2086940,B91-5263752
13379,B03-6384564,B00-6474655,B98-6492636,B97-6548525,B97-6548725,B96-6586824
67008,,,,,,
67009,,,,,,
66588,,,,,,
682600,,,BE98-6335690,BE96-6404318,BE03-6257134,BE04-6307341
682557,NL12-1076981,NL11-5012518,NL02-2373002,NL99-597341,NL08-2049374,NL07-1207577
682048,B09-6248171,,B08-6174630,B00-6175805,,B03-6287192
681595,B00-6548780,B04-6467302,B91-6685040,B93-6491172,B93-6681396,B97-6270490
655174,BE05-3005462,BE04-3004517,BE90-4499329,BE89-4465322,BE90-4499329,BE98-3303957
655105,CHN10-06-266079,CHN08-32-999389,BE00-6249381,BE99-6448352,BE00-6249381,BE06-6270221
650291,BE03-6257098,BE04-6307210,BE98-6335690,BE96-6404318,BE04-6358919,BE99-6352928
615222,BE09-6323111,,BE03-6290114,,,
608239,B14-2216475,,B10-2045388,B99-2036005,B07-2090939,B08-2236568
602625,BE15-6091689,BE15-6092051,BE11-6240027,B05-6453989,BE14-6239014,BE13-6314736
579665,BE06-6334205,BE02-6319362,BE95-6647246,BE99-6185756,BE96-6490451,BE96-6445386
570241,B07-4373372,NL06-1520270,NL02-0271845,NL06-1195029,NL05-1238716,
548490,,,BELG2007-6229156,BELG2005-6118235,BELG2002-6354241,BELG1998-6185637
473994,B2007-6155353,B2012-6035504,B2005-6444400,B1997-6355026,B2009-6086626,B2009-6086693
535840,,,,,,
525929,,,,,,
520770,,BE01-6524809,,,,
487550,,B09-3095237,B00-6245032,B03-3720067,B02-3003592,B04-3069722
473145,B01-4446149,B01-4446033,B95-4516090,B90-5343668,B97-4488095,B95-4618835
455096,B01-6523833,B04-6369209,B92-6606146,B94-6434010,B96,B96
454982,B09-2131835,B04-2018543,DV03661-00-907,B81-6688022,B98-2436672,B03-2001819
454921,B2007-6389041,B2008-6361626,B2005-6157256,B1999-6393868,B2005-6155385,B2007-6389077
430767,,,,B95-3336674,,
411242,B03-2101043,B05-2267452,B99-4221852,B94-4498699,B03-2101321,B00-2408294
386583,,,B84-6698864,B81-6600376,B94-6633774,B95-6417492
386552,DV02065-04-96,DV02065-08-112,B02-2214263,B86-2118042,DV02065-03-411,DV02065-03-445
381966,B02-6175803,B00-6178921,DV01439-97-1321,B84-6059512,B99-6381164,B99-5268081
381197,B05-2143181,,B94-2061350,B03-3241927,B98-3024809,B01-3054007
381171,B04-5065566,B05-5220465,B01-5025766,B97-6594874,B00-5150646,B95-5111423
377410,,DV04-0516-1485,BE99-6381196,BE97-6162118,DV02-0516-1048,DV03-0516-1389
357373,,,,,,
356911,B98-2425539,B97-2378786,DV03661-94-100,B81-6688022,DV03661-93-400,B85-6580826
356909,DV03661-00-907,B97-2378787,B84-6560571,B81-6688022,DV03661-93-400400,B85-6580826
317175,NL01-5150212,BE06-4008828,NL96-8005840,BE83-4631071,,
316989,BE02-4333378,BE99-4365061,,,,
313888,,,,,,
313438,,,,,,
221230,GB06,GB06,GB99,GB93,GB96,GB99
11229,,,B88-6502411,B82-6240320,B92-6074663,B93-2434274
10651,B93-6057630,B01-6041061,B86-6475047,B85-6567117,B96-6086151,B99-6047027
13452,,B01-5028418,B87-5320645,B81-6688022,B95-5000924,B95-5889144
12215,,,B94--6495178,B93-6383612,B98-6396340,B99-6151719
11246,,,B89-6611641,B83-6344796,B99-2228133,B00-6551430
85429,,,,,,
682599,,,BE01-3031011,BE96-3156104,BE98-3158062,BE99-3285063
681634,BE09-6323112,BE10-6357236,BE08-6298348,BE05-6445580,NL05-5534849,BE05-5150294
666835,B06-3008003,B07-510175,B98-3158062,B00-3195099,B98-9147129,B98-9147107
655175,BE05-3005462,BE04-3004517,BE90-4499329,BE89-4465322,BE90-4499329,BE98-3303957
655112,CHN10-06-266079,CHN08-32-999389,BE00-6249381,BE99-6448352,BE00-6249381,BE06-6270221
613827,,,,,,
602638,BE14-6239014,BE13-6314736,BE08-6339459,BE05-6337291,BE12-6183820,BE12-6183960
556464,BE02-6175731,DV07364-07-444,,BE97-6162118,BE99-6381413,BE00-6178518
556463,NL07-1936832,NL03-1272712,,NL02-0271840,NL94-9410369,NL97-9779802
543974,,,ABF84-413,MTZ87-1607,MTZ88-4047,MTZ87-1607
535842,,,,,,
483435,B01-6255428,B01-6387283,B90-6277377,B78-6145268,,B97-6597228
473997,B2006-6087000,B2011-6327645,B2005-6225666,B1997-6355026,B2009-6086598598,B2007-6368588
469365,B2009-6349221,B2007-6368551,B2006-6173403,B2003-6481302,B2005-6444400,B2005-6444367
463134,B00-2408703,B95-5208339,B86-6260314,B85-6043216,,B93-5010010
455087,,,,,,
454980,B05-2046739,B04-2018501,B03-2001877,B85-6580826,B98-2436672,B03-2001819
454913,B2009-6086626,B2009-6086693,B2006-6173403,B2005-6225881,B2007-6356145,B06-6329250
446036,BE98-6335690,B07-6033110,,,,
411274,BE12-5015196,BE12-5015222100,BE04-5065566,BE99-5271731,BE04-5226586,BE05-5220465
386584,,,,,,
381996,B04-6397101,B05-6284830,B02-6457645,B95-6076417,B02-6175556,B02-6175947
381969,B00-6178876,B02-6175915,B93-6126917,B84-6121565,B99-6381195,B99-5268081
377404,,,,,,
377401,B04-2018545100,B01-2030715,DV03661-94-100,B81-6688022,B96-6515027,B97-2378786
365681,B03-6257134,,,B02-6379072,,
362460,NL99-1331565,NL98-1277067,NL92-1761631,NL86-1620152,BE92-4571292,NL92-1118493
362450,B2000-6156270,B2001-6255046,B1990-6277397,B87-2297197,B94-6214211,B98-6210407
362441,B98-6276202,NL00-2463359,B92-6673987,B90-6306593,NL98-1081320,NL97-1337606
361900,,B99-6061109,B92-6613663,B91-6603665,B97-6201401,B95-6226954
343495,,DV02736-08-287,B02-2214260,B01-2137037,DV02065-03-447,DV02065-06-309
314286,B05-2142791,B04-2211623,B00-6272359231,B93-5188111,B00-2102302,B02-2324581
292050,B06-2082239,B06-208207399,B94-2061350,B81-2396125,B01-2280127,B00-2352402
180008,B09-6301870,B04-6467302,B00-6548780,B02-6290709,B93,B97
170108,,,B95,B01,B96,B96
110486,B01-6523833,B01-6263147,B95-6647246,B93-6491935,B91-6685038,B99-6185566
10653,B96-6086176,B98-6084041,B93-6057734,B87-6360589,B95-6054392,B93-6057663
10494,,,,,,
13453,B03-5115390,B97-5204420,B92-5040349,B85-5096007,B92-5040388,B91-5050158327
85432,,,,,,
67010,,,,,,
10765,B03-6471605,B99-6560463,B95-6647246,B99-6185756,B91-6685038,B92-6682536
683311,,,BE94-6366891,BE92-6242005,BE03-6460062,BE01-6181926
683295,,,BE94-6495178,BE93-5188111,BE99-6151734,BE01-6153998
682845,,,BE01-6387350,BE98-6350130,BE08-6144146,BE08-6144005
682062,BE17-6025489,BE15-6026272,BE14-6175237,BE12-6196107,BE13-6026112,BE06-6270117
681979,,,,,,
681645,BE12-3127477,BE14-3115019,BE05-3006631,BE96-3156104,BE11-3173268,BE05-3176578
681596,B09-6301870,B04-6467302,B00-6548780,B02-6290709,B93,B97
673991,NL16-1517960,NL14-1050927,NL08-1660055,NL02-0271883,NL13-1229542,NL13-1229589
655189,BE05-3005462,BE04-3004517,BE90-4499329,BE89-4465322,BE90-4499329,BE98-3303957
622610,B00-5150646,B00-5150456,B97-5204417,B95-5111449,B03-5115390,B02-5065236
613877,,,,,BE98-6335690,B07-6033110
559956,BE03-6257134,BE05-6176134,BE01-6345099,BE01-769000275,BE01-63451012001,BE03-6357007
556449,,,,,,
519438,B12-6196217,,B06-6173123,B02-6258092,B08-6174630,B06-6270117
483512,B94-6214211,B98-6210407,B88-6318694,B90-2035575,B90-6277397,B96-3121904
454909,B2008-6124053,B2007-6368588,B2006-6398583,B2004-6430819,B2005-6444400,B2005-6444367
454904,B2010-3099883,,B2003-3131084,B1987-3089349,,
454903,B99-5118824,B02-2142916,B93-5169865,B86-6360347,B96-2464617,NL95-1705816
437715,B2007-2224667,B2001-2270233,B2005-2201722,B1993-2132330,B1997-2450276,B2000-2333715
421521,B03-6460062,B02-6354005,B94-6366891,B92-6242005,B90-6671265,B96-6514977
411248,B04-2107204,B05-2267152,B00-51663342003,B94-5199146,NL01-1702641,B02-2142074
389357,BE01-3039825,BE00-3258094,BE94-2337563,BE97-3278029,BE94-3338284,BE93-3315229
386586,B93-6501202,,B84-6698864,B81-6600376,,
382007,B00-5150646,B05-5133419,B97-5204417,B95-5111449,B03-5115390,B02-5065236
381994,B04-6397101,B05-6284830,B02-6457645,B95-6076417,B02-6175556,B02-6175947
381993,B96-5266196,B06-5125499,B84-5282642,B78-5320449,B99-5157685,B03-5152667
381970,B02-6175803,DV0516-06-551,DV01439-97-1321,B84-6059512,B96-6599152,DV0516-02-635
381176,B12-5015203,B12-5015053,B02-5062163,B95-5111423,B00-5150646,B06-5100704
292734,B06-2082218,B04-2211623,B93-2132123,B81-2396125,B00-2102302,B02-2324581
276524,,,,,,
156788,B00-6452296,B02-6505638,B91-6685038,B91-6298409,B95-6647246,B93-6491935
10658,B98-6084024,B00-6098005,B94-6081753,B91-6183106,B93-6057627,B96-6086384
113297,,,,,,
682598,,,BE01-6345099,BE01-769000275,BE02-6183152,BE04-6307210
682071,BE16-6032101,BE17-6025283,BE08-6174630,BE05-6116293,BE14-6175237,BE12-6196107
682070,BE16-3084052,BE14-3157312,BE06-3008003,BE00-3195099,BE12-3088052,BE09-4280727
682065,B11-6049912,B12-6323170,,,,
682030,B09-6301870,B04-6467302,B00-6548780,B02-6290709,B93,B97
681978,,,,,,
681974,,,,,,
681598,BE05-6445722,BE04-6369313,BE95-6647246,BE97-6270414,BE95-6316522,BE02-6499857
680652,BE11-6244691,BE11-6245451,BE09-6323111,BE05-6445543,BE08-6338583,BE00-6141499
675596,NL05-1413802,NL08-3821975,NL04-2062033,NL04-2071525,NL03-1272747,NL02-0230955
556357,BE02-6175731,BE01-6135152,BE86-6263512,BE84-6059512,BE97-6162340,BE97-6162118
466546,,B02-6354005,B94-6366929,B92-6243625,B03-6460062,B96-6514977
436681,B2001-2271036,B2005-2201806,B1999-6179478,B1999-2260201,B1998-2350997,B2004-5153992
430780,,,,,,
424480,B03-6257134,,,B02-6379072,,
386595,,,,,,
383826,,,,,,
383822,,,,,,
381985,B06-5194506,B00-5062272,B99-5256360,B94-5038833,B98-5080559,B96-5100387
381965,B02-6175803,DV0516-09-2057,B86-6263512,B84-6059512,B00-6178876,B01-6135408
318091,B95-5317112,B01-5028435,B87-5320645,B81-6688022,B95-5000924,B95-5889144
180009,B09-6301870,B04-6467302,B00-6548780,B02-6290709,B93,B97
221236,GB06,GB06,GB98,GB00,GB99,GB01
175814,,,,,,
240984,,,NL99-5971370,NL02-2259180,NL99-2255904,B96-6287344
24754,,,B88-6502411,B82-6240320,B92-6074663,B93-2434274
12133,B98-6044236,B01-6080659,B96-4605777,B91-3000847,B96-6379868,B99-3085120
10649,,,B86-6475153,B99-6047184,B95-6470581,B97-6500711
15381,,,,,,
681977,,,,,,
681971,,,,,,
681842,NL09-2074862,NL06-1640561,NL07-2148940,BE05-6336792,NL05-2033640,BE97-6390133
681597,BE05-6445722,BE04-6369313,BE95-6647246,BE97-6270414,BE95-6316522,BE02-6499857
666838,B04-3231000,B10-3068014,B98-3158062,B02-3003668,B01-3111106,B03-3193383
650929,BE09-6347283,BE10-6031864,BE01-6345099,BE01-769000275,BE09-6111676,BE08-2021004
616510,B10-4327648,NL10-5011881,B08-4351119,NL06-1597498,,NL98-5821450
602633,NL14-1050916,NL09-1181313,NL08-1660055,NL02-0271883,NL06-1062201,NL03-1272712
559962,,,,,,
556361,,,,,,
520697,B98-3158062,B99-3285063,,,B93-3050068,B93-3050110
519441,B13-6026027,,B08-6174622,B99-6407743,,B08-6144028
483517,,,,,,
466545,,B02-6354005,B94-6366929,B92-6243625,B03-6460062,B96-6514977
454929,B06-2017514,B07-2015385,DV03661-94-100,B81-6688022,B06-2019876,B06-2017370100
430769,,,,,,
399843,B12-4281873,B11-3170521,B06-4377103,B05-2076701,B08-3035009,B02-507532
390389,,,,,,
386596,,,,,,
382000,B04-6397101,B05-6284830,B02-6457645,B95-6076417,B02-6175556,B02-6175947
381989,B03-5152593,B00-5062283,B98-5296439,B94-5017850,B95-5310582,B95-5317884
377290,,,,,,
371665,,,B98-6339912,B96-6210682,,B00-6178820
357375,,,,,,
332443,,,,,,
315647,,,,,,
307716,,B99-2036308,,,B94-6059276,B94-2061091
180012,B03-6483982,B02-6499279,B95-6647246,B99-6185756,B94-6582712,B94-6434010
225782,GB99,GB04,NL85-8559363,GB94,GB99,GB99
110245,,,,,,
13378,,,B94-6563281,B93-6570410,B99-6481673,B97-6548004
13240,B98-6523011,B97-6390086,B96-6286093,B93-6621060,B94-6323005,B93-6621110
24755,,,B88-6502411,B82-6240320,B92-6074663,B93-2434274
92495,,,,,,
10667,,,,,,
66897,,,,,,
19594,,,,,,
682597,,,BE03-6257134,BE02-6379072,BE03-6257134,BE04-6307341
681970,,,,,,
681625,,BE10-6155218,BE09-2223713,BE07-2222206,BE94-6495178,BE09-6130504
559963,,,BE92-6235626,BE96-6404318,,
559955,,,,,,
556345,,,,,,
552401,,CHN08-32-999390,B98-6350218,B96-6351943,B86-6056506,B99-6448532
