img_id,father,mother,pgf,pgm,mgf,mgm
635992,,,,,,
636091,,,,,,
636142,,,,,,
636097,,,,,,
636027,,,,,,
636014,,,,,,
636112,,,,,,
636077,,,,,,
636118,,,,,,
635996,,,,,,
636026,,,,,,
636013,,,,,,
636089,,,,,,
636117,,,,,,
636084,,,,,,
677816,BELG07-90648034,BELG08-1050067,,,,
677808,,,BELG97-3290841,,NL93-1237576,BELG98-2257422
672035,DV07364-04-1299,DV07364-07-672,BELG01-6153920,BELG97-6569466,BELG00-6141426,BELG03-6425151
672024,DV07237-05-524,,DV02078-96-842,BELG03-6086227,,BELG00-2408419
671904,BELG01-2137150,BELG02-9019498199,,,,
671883,,,,,,
677813,,,,,,
677796,,,,,,
677793,,,,,,
677787,DV07364-04-1299,DV07364-07-672,BELG01-6153920,BELG97-6569466,BELG00-6141426,BELG03-6425151
672022,,,,,,
671905,,,BELG97-3290841,,NL93-1237576,BELG98-2257422
671884,,,,,,
677812,,,,,,
677805,,,,,,
677798,,,,,,
677786,DV07364-04-1299,DV07364-07-672,BELG01-6153920,BELG97-6569466,BELG00-6141426,BELG03-6425151
672023,BELG06-2082239,BELG99-2036108,,,,
671885,,,,,,
677849,BELG00-6141426,BELG03-6425151,,,,
677806,,,,,,
677799,,,,,,
677784,DV07364-04-1299,DV07364-07-672,BELG01-6153920,BELG97-6569466,BELG00-6141426,BELG03-6425151
672052,,,BELG01-2137150,BELG02-9019498199,,
671886,,,,,,
678481,,,,,,
677830,,,,,,
677800,,,,,,
677791,DV07364-04-1299,DV07364-07-672,BELG01-6153920,BELG97-6569466,BELG00-6141426,BELG03-6425151
677777,,,,,,
672049,,,,,,
672045,,,,,,
671896,,,,,,
678478,,,,,,
677815,,,,,,
677809,,,,,,
677795,,,,,,
677790,,,,,,
677781,BELG10-2045383,BELG10-6038472,,,,
671893,,,,,,
677817,,,,,,
677811,,,,,,
677797,,,,,,
677788,,,,,,
671894,,,,,,
677822,,,,,,
677814,,,,,,
677785,,,,,,
677780,,,,,,
671895,,,,,,
677826,,,,,,
677782,,,,,,
671908,,,,,,
678475,,,,,,
677829,,,,,,
677828,,,,,,
677827,,,,,,
677823,,,,,,
677789,,,,,,
677783,,,,,,
672029,,,,,,
671889,,,,,,
677821,,,,,,
677778,,,,,,
672046,,,,,,
672030,,,,,,
671935,,,,,,
678477,,,,,,
677779,,,,,,
672047,,,,,,
671938,,,,,,
678476,,,,,,
671943,,,,,,
671934,,,,,,
671940,BELG10-2045383,,BELG01-2137150,BELG02-9019498199,,
678480,,,,,,
671887,,,,,,
678479,,,,,,
671888,,,,,,
677818,,,,,,
671899,,,,,,
677825,,,,,,
671890,,,,,,
677824,,,,,,
671891,,,,,,
671892,,,,,,
672028,,,,,,
671941,,,,,,
671937,,,,,,
671936,,,,,,
671897,,,,,,
671898,,,,,,
671879,,,,,,
671880,,,,,,
671881,,,,,,
671882,,,,,,
569373,,,,,,
428109,,,,,,
321102,,,,,,
251875,,,,,,
197315,,,,,,
296292,,,,,,
296291,,,,,,
296290,,,,,,
382527,,,,,,
197317,,,,,,
424238,,,,,,
500902,,,,,,
265177,,,,,,
321121,,,,,,
321123,,,,,,
321112,,,,,,
321099,,,,,,
321098,,,,,,
260962,,,,,,
265172,,,,,,
264925,,,,,,
569375,,,,,,
382528,,,,,,
198097,,,,,,
321096,,,,,,
569374,,,,,,
197318,,,,,,
198966,,,,,,
197321,,,,,,
198547,,,,,,
197323,,,,,,
197324,,,,,,
197328,,,,,,
197326,,,,,,
198979,,,,,,
197329,,,,,,
198117,,,,,,
198537,,,,,,
197333,,,,,,
197331,,,,,,
197335,,,,,,
197334,,,,,,
197337,,,,,,
198103,,,,,,
198106,,,,,,
198109,,,,,,
198111,,,,,,
198114,,,,,,
198116,,,,,,
198531,,,,,,
198536,,,,,,
198555,,,,,,
198552,,,,,,
198558,,,,,,
198562,,,,,,
198577,,,,,,
198574,,,,,,
198583,,,,,,
198587,,,,,,
198590,,,,,,
198592,,,,,,
198594,,,,,,
198975,,,,,,
198603,,,,,,
198991,,,,,,
199005,,,,,,
198997,,,,,,
199009,,,,,,
199032,,,,,,
574520,,,,,,
681367,,,,,,
681366,,,,,,
681365,,,,,,
681364,,,,,,
681363,,,,,,
681362,,,,,,
681361,,,,,,
681360,,,,,,
681359,,,,,,
681358,,,,,,
681357,,,,,,
681356,,,,,,
681341,,,,,,
681334,,,,,,
681333,,,,,,
602083,,,,,,
574538,,,,,,
574537,,,,,,
574535,,,,,,
574534,,,,,,
574533,,,,,,
574532,,,,,,
574531,,,,,,
574530,,,,,,
574527,,,,,,
574526,,,,,,
574515,,,,,,
574514,,,,,,
574509,,,,,,
574508,,,,,,
574506,,,,,,
574502,,,,,,
574501,,,,,,
346707,,,,,,
669698,,,,,,
346711,,,,,,
335021,,,,,,
669700,,,,,,
346726,,,,,,
669703,,,,,,
669704,,,,,,
346722,,,,,,
346717,,,,,,
669702,,,,,,
346725,,,,,,
346720,,,,,,
346706,,,,,,
346727,,,,,,
346721,,,,,,
669701,,,,,,
669699,,,,,,
669697,,,,,,
669696,,,,,,
669695,,,,,,
346729,,,,,,
346723,,,,,,
346719,,,,,,
346718,,,,,,
346716,,,,,,
346715,,,,,,
346714,,,,,,
346712,,,,,,
346710,,,,,,
346709,,,,,,
346704,,,,,,
98445,,,,,,
87702,,,,,,
96578,,,,,,
98709,,,,,,
102821,,,,,,
102822,,,,,,
102823,,,,,,
98711,,,,,,
102828,,,,,,
102841,,,,,,
102844,,,,,,
102846,,,,,,
102866,,,,,,
143950,,,,,,
87622,,,,,,
87630,,,,,,
104860,,,,,,
104863,,,,,,
102870,,,,,,
102869,,,,,,
104862,,,,,,
96352,,,,,,
104865,,,,,,
200948,,,,,,
201234,,,,,,
201240,,,,,,
201241,,,,,,
201303,,,,,,
201307,,,,,,
96575,,,,,,
105736,,,,,,
105731,,,,,,
105739,,,,,,
105732,,,,,,
200942,,,,,,
350848,,,,,,
503039,,,,,,
98446,,,,,,
104875,,,,,,
98405,,,,,,
98449,,,,,,
135622,,,,,,
199065,,,,,,
104874,,,,,,
199071,,,,,,
201440,,,,,,
201443,,,,,,
201448,,,,,,
201450,,,,,,
201452,,,,,,
201453,,,,,,
503038,,,,,,
263541,,,,,,
189835,,,,,,
189830,,,,,,
188485,,,,,,
188657,,,,,,
190074,,,,,CHN09-03-355574,CHN07-03-003364
188632,,,,,,
188606,,,CHN06-03-495565,CHN07-03-003364,BELG03-6147008,BELG04-6430813
188523,,,DVX76-99-498,B95-2282755,BELG00-4396479,
424598,,,,,,
217239,CHN02-03-063003,CHN02-03-063009,,,,
190625,,,,,B2008-2186265,B2007-2192171
190153,,,,,,
190037,,,,,,
188742,,,,,,
188658,,,,,BELG00-4396479,
188627,,,,,,
188612,,,,,,
428358,,,,,,
427917,,,,,,
263774,,,CHN09-03-467803,CHN07-01-376394,BELG05-6157242,BELG05-6444392
263694,,,,,,
263549,,,,,,
263514,,,DV04900-99-69,B95-2282755,BELG00-4396479,CHN05-03-180034
190149,,,,,,
190031,,,,,,
190027,,,,,,
189789,,,,,CHN2011-03-982022,CHN08-03-357900
188661,,,,,,
188622,,,CHN06-03-003333,CHN14,,
188601,,,,,,
427817,,,,,,
263553,,,,,,
263516,,,DV04900-99-69,B95-2282755,BELG00-4396479,CHN05-03-180034
189812,,,,,,
188598,,,,,,
424348,,,,,,
263675,,,DV04900-99-69,B95-2282755,BELG00-4396479,CHN05-03-180034
263554,,,,,,
189814,,,,,,
188616,,,,,,
428365,,,DV04900-99-69,B95-2282755,BELG00-4396479,CHN05-03-180034
427818,,,,,,
341970,,,,,,
263686,CHN02-03-063003,CHN02-03-063009,,,,
263579,,,CHN2003-03-318293,,,
190362,,,,,,
189839,,,,,,
428354,,,,,,
424351,,,,,,
190630,,,,,,
189265,,,,,CHN08-03-333559,CHN05-03-180034
188625,,,CHN2003-03-318293,,,
424357,,,,,CHN09-03-355574,CHN07-03-003364
190545,,,,,,
188571,,,,,CHN08-03-333559,CHN05-03-180034
424520,,,,,,
190636,,,,,,
189828,,,,,CHN08-03-333559,CHN05-03-180034
188937,,,,,,
424633,,,,,,
263671,,,,,,
190034,,,,,,
188493,,,,,,
263573,CHN03-03-318293,CHN03-03-300979,,,,
188619,,,,CHN09-03-333900,CHN2011-03-988513,CHN2009-03-037031
189263,,,,,,
341966,,,BELG10-6082156,BELG08-6094100,,
188492,,,CHN03-03-318293,CHN01-03-212721,,
190018,,,,,CHN2011-03-982022,CHN08-03-357900
263521,,,,,CHN2011-03-982022,CHN08-03-357900
188944,,,,,,
263578,,,,,,
189798,,,,,CHN2013-03-388806,CHN2014-03-662208
188520,,,CHN03-03-318293,,,
263653,,,,,,
263665,,,,,,
217230,,,BELG1997-6165917,BELG05-6166513,,
189810,,,,,,
188564,,,BELG1997-6165917,BELG05-6166513,CHN03-03-318293,
188618,,,,,,
263565,,,,,,
428157,,,,,CHN07-01-376393,NL2006-1014905
428337,,,,,CHN2011-03-986295,CHN2012-03-228833
677269,,,,,,
677267,,,,,,
671048,,,,,,
670993,,,,,,
670646,,,,,,
670640,,,,,,
647291,,,,,,
647289,,,,,,
647292,,,,,,
647295,,,,,,
647294,,,,,,
647293,,,,,,
647290,,,,,,
647286,,,,,,
647282,,,,,,
647281,,,,,,
647277,,,,,,
647274,,,,,,
647267,,,,,,
647266,,,,,,
647264,,,,,,
647263,,,,,,
647262,,,,,,
647259,,,,,,
647258,,,,,,
647257,,,,,,
647255,,,,,,
647254,,,,,,
647253,,,,,,
647250,,,,,,
647249,,,,,,
647237,,,,,,
647236,,,,,,
647234,,,,,,
647233,,,,,,
647231,,,,,,
627671,,,,,,
627661,,,,,,
627658,,,,,,
627648,,,,,,
627642,,,,,,
627641,,,,,,
627639,,,,,,
627637,,,,,,
627635,,,,,,
627633,,,,,,
627631,,,,,,
627630,,,,,,
627628,,,,,,
627626,,,,,,
627622,,,,,,
627619,,,,,,
627616,,,,,,
627612,,,,,,
627608,,,,,,
627606,,,,,,
627545,,,,,,
627542,,,,,,
627539,,,,,,
627536,,,,,,
627533,,,,,,
627530,,,,,,
627526,,,,,,
627519,,,,,,
627515,,,,,,
371618,,,,,,
27365,,,,,,
13427,,,,,,
27343,,,,,,
45872,,,,,,
373741,,,,,,
370065,C04-300518,,NL96-2286560,C01-210066,NL98-1222913,
48293,,,,,,
27364,,,,,,
13428,,,,,,
27342,,,,,,
45877,,,,,,
27363,,,,,,
13664,,,,,,
13426,,,,,,
27341,,,,,,
45861,,,,,,
13660,,,,,,
13435,,,,,,
48275,,,,,,
45862,,,,,,
13663,,,,,,
13436,,,,,,
45876,,,,,,
45863,,,,,,
13656,,,,,,
44365,,,,,,
13655,,,,,,
13438,,,,,,
44364,,,,,,
13661,,,,,,
44360,,,,,,
44358,,,,,,
27340,,,,,,
48287,,,,,,
13437,,,,,,
13653,,,,,,
13654,,,,,,
13662,,,,,,
13657,,,,,,
13658,,,,,,
13659,,,,,,
13665,,,,,,
27338,,,,,,
13440,,,,,,
27339,,,,,,
48417,,,,,,
27336,,,,,,
27333,,,,,,
187622,,,,,,
55037,,,,,,
477828,,,,,,
477829,,,,,,
477830,,,,,,
54855,,,,,,
54853,,,,,,
54854,,,,,,
54857,,,,,,
54954,,,,,,
54896,,,,,,
54881,,,,,,
54840,,,,,,
54966,,,,,,
55036,,,,,,
48649,,,,,,
48336,,,,,,
14001,,,,,,
14000,,,,,,
48412,,,,,,
54837,,,,,,
48145,,,,,,
48261,,,,,,
48262,,,,,,
48264,,,,,,
48237,,,,,,
54836,,,,,,
48338,,,,,,
48273,,,,,,
54852,,,,,,
54851,,,,,,
54848,,,,,,
54845,,,,,,
54844,,,,,,
54843,,,,,,
54842,,,,,,
54841,,,,,,
54839,,,,,,
54838,,,,,,
48729,,,,,,
48728,,,,,,
48655,,,,,,
48652,,,,,,
48650,,,,,,
48392,,,,,,
48389,,,,,,
48385,,,,,,
48382,,,,,,
48374,,,,,,
48373,,,,,,
48369,,,,,,
48367,,,,,,
48366,,,,,,
48365,,,,,,
48339,,,,,,
48337,,,,,,
48335,,,,,,
48334,,,,,,
48333,,,,,,
48331,,,,,,
48330,,,,,,
48327,,,,,,
48322,,,,,,
48320,,,,,,
48317,,,,,,
48316,,,,,,
48310,,,,,,
48294,,,,,,
48292,,,,,,
48291,,,,,,
48289,,,,,,
48288,,,,,,
48286,,,,,,
48285,,,,,,
48284,,,,,,
48283,,,,,,
48278,,,,,,
48276,,,,,,
48274,,,,,,
48271,,,,,,
46865,,,,,,
46864,,,,,,
46863,,,,,,
45879,,,,,,
45878,,,,,,
45875,,,,,,
45874,,,,,,
45873,,,,,,
45871,,,,,,
45868,,,,,,
45866,,,,,,
45864,,,,,,
44485,,,,,,
44361,,,,,,
27362,,,,,,
27353,,,,,,
27352,,,,,,
27351,,,,,,
27350,,,,,,
27349,,,,,,
27348,,,,,,
27347,,,,,,
27346,,,,,,
27345,,,,,,
27344,,,,,,
27332,,,,,,
27331,,,,,,
27330,,,,,,
27329,,,,,,
27328,,,,,,
27327,,,,,,
27325,,,,,,
27321,,,,,,
27319,,,,,,
27318,,,,,,
27316,,,,,,
27315,,,,,,
27314,,,,,,
27313,,,,,,
27312,,,,,,
27311,,,,,,
27310,,,,,,
27309,,,,,,
27302,,,,,,
27301,,,,,,
27300,,,,,,
27299,,,,,,
27298,,,,,,
27296,,,,,,
27295,,,,,,
27294,,,,,,
27293,,,,,,
27292,,,,,,
27291,,,,,,
27290,,,,,,
27289,,,,,,
27288,,,,,,
27287,,,,,,
27286,,,,,,
27285,,,,,,
27284,,,,,,
27283,,,,,,
27282,,,,,,
27281,,,,,,
27280,,,,,,
27279,,,,,,
27278,,,,,,
27277,,,,,,
27275,,,,,,
27274,,,,,,
27273,,,,,,
27272,,,,,,
27271,,,,,,
27270,,,,,,
27269,,,,,,
27268,,,,,,
27267,,,,,,
27266,,,,,,
27265,,,,,,
27264,,,,,,
27263,,,,,,
27262,,,,,,
27261,,,,,,
27259,,,,,,
27257,,,,,,
27256,,,,,,
27255,,,,,,
27254,,,,,,
27253,,,,,,
27252,,,,,,
27251,,,,,,
27250,,,,,,
27249,,,,,,
27248,,,,,,
27247,,,,,,
27246,,,,,,
27235,,,,,,
27234,,,,,,
27233,,,,,,
27232,,,,,,
27231,,,,,,
27230,,,,,,
27229,,,,,,
27228,,,,,,
27227,,,,,,
27226,,,,,,
27225,,,,,,
27224,,,,,,
27223,,,,,,
27222,,,,,,
27221,,,,,,
27220,,,,,,
27219,,,,,,
27218,,,,,,
27217,,,,,,
27216,,,,,,
27215,,,,,,
27214,,,,,,
27213,,,,,,
27212,,,,,,
27211,,,,,,
27210,,,,,,
27209,,,,,,
27208,,,,,,
27207,,,,,,
27206,,,,,,
27205,,,,,,
27204,,,,,,
27203,,,,,,
27202,,,,,,
27201,,,,,,
27200,,,,,,
13718,,,,,,
13719,,,,,,
546021,,,,,,
362833,B2000-4396479,,,,,
313373,B2000-4396479,,,,,
249571,,,,,,
546022,,,,,,
362835,,,,,,
546023,,,,,,
546024,,,,,,
546025,,,,,,
546028,,,,,,
546026,,,,,,
249401,,,,,,
546027,,,,,,
288994,,,,,,
287524,,,,,,
649270,,,,,,
649269,,,,,,
649268,,,,,,
649267,,,,,,
649266,,,,,,
649264,,,,,,
649263,,,,,,
649262,,,,,,
649260,,,,,,
649259,,,,,,
649258,,,,,,
649257,,,,,,
649256,,,,,,
649255,,,,,,
649253,,,,,,
649252,,,,,,
649251,,,,,,
649250,,,,,,
649247,,,,,,
649246,,,,,,
649245,,,,,,
649244,,,,,,
649243,,,,,,
649242,,,,,,
649241,,,,,,
649240,,,,,,
649239,,,,,,
649238,,,,,,
649237,,,,,,
649236,,,,,,
649235,,,,,,
649234,,,,,,
649229,,,,,,
649228,,,,,,
649227,,,,,,
649224,,,,,,
649218,,,,,,
649217,,,,,,
649216,,,,,,
649215,,,,,,
649214,,,,,,
649213,,,,,,
649212,,,,,,
649211,,,,,,
649210,,,,,,
649209,,,,,,
649208,,,,,,
649207,,,,,,
649206,,,,,,
649205,,,,,,
649204,,,,,,
649203,,,,,,
649200,,,,,,
649199,,,,,,
649198,,,,,,
649197,,,,,,
649196,,,,,,
649195,,,,,,
649194,,,,,,
649193,,,,,,
649192,,,,,,
649191,,,,,,
649190,,,,,,
649189,,,,,,
649188,,,,,,
649187,,,,,,
649186,,,,,,
649185,,,,,,
649184,,,,,,
649183,,,,,,
649182,,,,,,
649181,,,,,,
649180,,,,,,
649179,,,,,,
649178,,,,,,
649177,,,,,,
649176,,,,,,
649175,,,,,,
649174,,,,,,
649173,,,,,,
649172,,,,,,
649171,,,,,,
649170,,,,,,
649169,,,,,,
649168,,,,,,
649167,,,,,,
649166,,,,,,
649164,,,,,,
649163,,,,,,
649161,,,,,,
649160,,,,,,
649159,,,,,,
649158,,,,,,
649157,,,,,,
649155,,,,,,
649154,,,,,,
649153,,,,,,
546067,,,,,,
546071,,,,,,
546069,,,,,,
546068,,,,,,
546066,,,,,,
546064,,,,,,
546062,,,,,,
546060,,,,,,
546058,,,,,,
546056,,,,,,
546054,,,,,,
546053,,,,,,
546052,,,,,,
546051,,,,,,
546050,,,,,,
546049,,,,,,
546048,,,,,,
546047,,,,,,
546046,,,,,,
546045,,,,,,
546044,,,,,,
546041,,,,,,
546040,,,,,,
546039,,,,,,
546038,,,,,,
546037,,,,,,
546036,,,,,,
546035,,,,,,
546034,,,,,,
546033,,,,,,
546032,,,,,,
546031,,,,,,
546030,,,,,,
546029,,,,,,
483523,,,,,,
483195,,,,,,
483193,,,,,,
483191,,,,,,
483188,,,,,,
370491,,,,,,
368041,,,,,,
366047,,,,,,
365874,,,,,,
365873,,,,,,
365869,,,,,,
365650,B06-6149971,,,,,
365373,,,,,,
365371,,,,,,
362843,,,,,,
362841,,,,,,
362840,,,,,,
362839,,,,,,
362836,,,,,,
320060,,,,,,
362583,,,,,,
362278,,,,,,
362274,,,,,,
362272,,,,,,
362168,,,,,,
362159,,,,,,
362155,,,,,,
362122,,,,,,
320230,,,,,,
320228,,,,,,
320226,,,,,,
320224,,,,,,
320136,,,,,,
320135,,,,,,
320134,,,,,,
320129,,,,,,
320127,,,,,,
320125,,,,,,
320123,,,,,,
320122,,,,,,
320121,,,,,,
320119,,,,,,
320118,,,,,,
320117,,,,,,
320114,,,,,,
320113,,,,,,
320062,,,,,,
320061,,,,,,
304074,,,,,,
304063,,,,,,
304058,,,,,,
304057,,,,,,
304040,,,,,,
303903,,,,,,
249402,,,,,,
249423,,,,,,
249539,,,,,BELG00-4165078,
249432,,,,,,
287757,,,,,,
249525,,,,,,
249545,,,,,,
249442,,,,,,
249445,,,,,,
287476,,,,,,
249523,,,,,,
249515,,,,,,
252515,,,,,,
249459,,,,,,
287880,,,,,,
286464,,,,,,
287809,,,,,,
249441,,,,,,
249550,,,,,,
485894,,,,,,
485896,,,,,,
499930,,,,,,
499807,,,,,,
485871,,,,,,
499958,,,,,,
631316,,,,,,
631308,,,,,,
551275,,,,,,
551260,,,,,,
549227,,,,,,
549217,,,,,,
549220,,,,,,
549202,,,,,,
549204,,,,,,
549184,,,,,,
549186,,,,,,
549188,,,,,,
549190,,,,,,
549192,,,,,,
549180,,,,,,
549183,,,,,,
549173,,,,,,
549174,,,,,,
549175,,,,,,
549176,,,,,,
549160,,,,,,
549162,,,,,,
549164,,,,,,
549152,,,,,,
549155,,,,,,
548026,,,,,,
548031,,,,,,
548034,,,,,,
548024,,,,,,
548009,,,,,,
548010,,,,,,
548012,,,,,,
548013,,,,,,
548002,,,,,,
548003,,,,,,
547999,,,,,,
547993,,,,,,
547994,,,,,,
547995,,,,,,
547989,,,,,,
547982,,,,,,
547983,,,,,,
547984,,,,,,
547973,,,,,,
547976,,,,,,
547979,,,,,,
547960,,,,,,
547966,,,,,,
547967,,,,,,
547968,,,,,,
547969,,,,,,
547950,,,,,,
547953,,,,,,
547958,,,,,,
547959,,,,,,
547940,,,,,,
547946,,,,,,
531722,,,,,,
531721,,,,,,
500450,,,,,,
500123,,,,,,
499862,,,,,,
499863,,,,,,
499820,,,,,,
499808,,,,,,
499809,,,,,,
499813,,,,,,
499814,,,,,,
499772,,,,,,
499761,,,,,,
485872,,,,,,
485877,,,,,,
149781,,,,,NL91-1111537,NL92-2782914
141001,,,,,,
132058,,,,,,
338238,,,,,,
135089,,,,B85-5276614,,B88-5175052
151786,,,,,,
130006,,,,,,
135147,,,NL85-1808748,NL86-1537290,,
149787,,,,,,
149767,,,,,,
134905,,,,,,
136085,,,,,,B88-5175052
149768,,,,,,
135141,,,,,,
136767,,,,,,
134912,,,NL91-1111537,NL92-2782914,,
134890,,,,,NL90-1062830,NL89-2804265
134868,,,,,,
129077,,,,,,
129076,,,,,,
131620,,,,,,
140995,,,,,,
141017,,,,,B81-5226316,
140988,,,,,,
140985,,,,,,
147369,,,,B85-5276614,,B88-5175052
134909,,,,,B81-5226316,
131627,,,,,,
131679,,,,,,
131684,,,,,,
131686,,,,,,
131689,,,,,,
131695,,,NL92-2716439,,NL85-1808748,NL86-1537290
129073,,,,,,
129079,,,,,,
129078,,,,,,
129075,,,,,,
131966,,,,,,
132076,,,,,,
151537,,,B81-5226316,,B886596084,
151534,,,,,,
152649,,,,,,
131678,,,,,,
131690,,,,,,
131687,,,,,,
136120,,,,,,
147372,,,,B85-5276614,,B88-5175052
150550,,,,,,
151535,,,,,,
129074,,,,,,
131692,,,,,,
131671,,,,,,
131675,,,,,,
131673,,,,,,
136123,,,,,,
140997,,,,,,
131691,,,,,,
136126,,,,,,
591158,,,,,,
581065,,,,,,
571241,,,,,,
591159,,,BELG2007-6320827,BELG2007-6377967,BELG1998-6335690,BELG2007-6033110
581066,,,,,,
554836,,,B11-6331013,,,CH10-01-405823
591330,,,,,,
581064,,,,,,
554834,,,,,,
581067,,,,,,
591332,,,,,,
554838,,,,,,
572990,,,,,,
572978,,,,,,
567422,BE09-6111743,BE10-6031822,BE98-6335690,BE96-6404318,BE98-6335690,BE04-6307341
572985,,,,,,
572980,,,,,,
567430,BE10-6031729,BE13-3164567,BE98-6335690,BE96-6404318,BE03-6257098,BE03-6150214
573000,,,,,,
554839,,,B03-6192523,B03-6192747,,
573003,,,,,,
554837,,,B03-6192523,B03-6192747,B10-6031908,B10-6031917
573002,,,,,,
554840,,,,,,
572981,,,B10-6357894,,B11-6331013,
581061,,,,,,
576870,,,,,,
572352,,,,,,
564215,,,,,,
319042,,,,,,
667809,,,,,,
632600,,,,,,
625344,,,,,,
619794,,,,,,
562818,,,,,,
558785,,,,,,
558776,,,,,,
537817,,,,,,
319039,,,B84-6685755,B84-6160994,,
494815,,,,,,
320057,,,,,,
319112,,,,,,
456237,,,,,,
424408,B05-2143360,B04-2211623,B03-3241936,B00-6376276,B00-2102302,B02-2324581
319165,,,,,,
319050,,,B84-6685755,B84-6160994,,
320059,,,,,,
319218,,,,,,
374517,,,C93-599453,B95-6054341,,
319932,,,,,,
319055,,,,,,
321130,,,,,,
319891,,,,,N77-476138,N87-1458412
667810,,,,,,
626772,,,,,,
619796,,,,,,
562820,,,,,,
558777,,,,,,
494817,,,,,,
319220,,,,,,
461641,,,,,,
410613,,,,,,
385656,,,,,,
374527,,,,C93-05162,,
319933,,,,,,
319211,,,,,,
320485,,,,,,
320058,,,,,,
319890,,,,,,
667816,,,,,,
626773,,,,,,
619798,,,,,,
558779,,,,,,
558857,,,,,,
563686,,,,,,
494835,,,,,,
384538,,,NL98-9835817,T04-003674,,
320434,,,B90-6306731,T97-085277,,
667818,,,,,,
626774,,,,,,
619799,,,,,,
558860,,,,,,
558861,,,,,,
563688,,,,,,
667820,,,,,,
626775,,,,,,
619800,,,,,,
558870,,,,,,
626778,,,,,,
619801,,,,,,
619802,,,,,,
558865,,,,,,
619803,,,,,,
619804,,,,,,
558900,,,,,,
651889,,,,,,
559828,,,,,,
342360,,,,,,
386209,,,,,,
428004,,,,,,
410731,,,,,,
410616,,,,,,
391704,,,,,,
386296,,,,,,
320394,,,,,,
374413,,,,,,
600702,,,B03-6095358,B05-6170855,,
600700,,,,CHN11-01-003014,NL04-0452342,
600073,,,B00-6485500500,B00-64,B07-60604,B07-6060467
599199,NL02-5255446,,NL99-2585526,,,
599194,B2181371-98,,,,,
599191,BE09-6348500,,B01-6455003,B02-6,,
599169,BE02-6354241,,B1996-6279487,B1994-6366938,,
598857,,,BELG1998-6335690,,,
600703,,,B03-6095358,B05-6170855,CHN07-01-402442,B11-5007170
600701,,,,,,
600074,,,B00-6485500500,B00-64,B07-60604,B07-6060467
599200,,,,,,
599195,,,,,,
599173,,B6091121-08,,,,
600705,,,B06-6212508,T05-1625467,,B00-5041356
599201,NL02-5255446,,NL99-2585526,NL05-1909293,NL02-5255446,BEL00-6367184
599197,B2214318-09,B2222388-07,,,,
599184,CHN13-283392,,B2010,B2007,,
599051,,,,,B05-6054295,B05-6054214
600706,,CHN13-0,,,B97-4097319,
600061,,,,,,
599115,,,BELG2003-6257240,CHN2006-6034734,BELG1998-6335690,
600064,,,,,NL02-5255446,NL05-5535809
600707,NL07-1644107,,NL01-1672053,,CHN07-01-402442,
600065,,,,,NL02-5255446,B03-50711667
600066,,,,,NL02-5255446,B03-50711667
599054,,,,,,
600069,,,NL02-5255446,,NL07-2007621,
599113,,,B08-6177698,B10-6163823,B03-6257098,B07-6242318
600070,,,NL02-5255446,NL05-5535809,NL00-1090367,NL00-1122128
599049,,,B08-6177698,B10-6163823,B03-6257098,B07-6242318
600071,,,,,NL02-5255446,
599117,,,,,,
599052,BE10-6163736,,,,,
599050,,,,,,
427012,B98-6210287,B98-6210293,B90-6277397,B96-3121904,B92-6074426,B92-6074579
372534,,,,,,
372501,,,,,,
367954,,,,,,
366284,,,,,,
359604,,,,,,
307067,,,,,,
427033,,,B94-6214223,B89-6305821,B99-6143980,B01-6255231
377709,,,,,,
372503,,,,,,
366286,,,,,,
427310,,,,,,
377715,,,,,,
377722,,,,,,
377723,,,,,,
366278,,,,,,
366280,,,,,,
366281,,,,,,
366290,,,,,,
366262,,,,,,
315905,,,,,,
371588,,,,,,
427036,,,,,,
427050,,,,,,
427047,,,,,,
670201,,,,,,
670188,,,,,,
595102,,,,,,
595106,,,,,,
595104,,,,,,
595101,,,,,,
595099,,,,,,
558648,,,,,,
558647,,,,,,
558645,,,,,,
534528,,,,,,
534527,,,,,,
372507,,,,,,
372506,,,,,,
371587,,,,,,
366292,,,,,,
662042,,,,,,
655840,,,,,,
655834,,,,,,
438323,,,,,,
514327,,,,,,
436988,,,,,,
436892,,,,,,
436879,,,,,,
390756,,,,,,
374688,,,,,,
291210,,,,,,
185772,,,,,,
185773,,,,,,
655839,,,,,,
655836,,,,,,
513940,,,,,,
455367,,,,,,
437100,,,,,,
436878,,,,,,
275712,,,,,,
275727,,,,,,
185776,,,,,,
438250,,,,,,
514326,,,,,,
514323,,,,,,
514322,,,,,,
513891,,,,,,
436976,,,,,,
374869,,,,,,
374677,,,,,,
374691,,,,,,
374690,,,,,,
374678,,,,,,
319711,,,,,,
315537,,,,,,
301199,,,,,,
276396,,,,,,
437111,,,,,,
374696,,,,,,
276393,,,,,,
374693,,,,,,
319713,,,,,,
319712,,,,,,
294136,,,,,,
185775,,,,,,
662041,,,,,,
657333,,,,,,
515565,,,,,,
374687,,,,,,
319714,,,,,,
300671,,,,,,
275729,,,,,,
363900,,,,,,
88675,,,,,,
88670,,,,,,
364060,,,,,,
88683,,,,,,
364183,,,,,,
364039,,,,,,
364160,,,,,,
364053,,,,,,
363939,,,,,,
364054,,,,,,
363944,,,,,,
364056,,,,,,
364063,,,,,,
364179,,,,,,
89176,,,,,,
365153,,,,,,
363957,,,,,,
364283,,,,,,
88672,,,,,,
