img_id,ancestor,contribution
345769,CHN11-04-757775,0.5
345769,DV07-08857-401,0.25
345769,NL05-1936842,0.125
345769,NL99-2308215,0.125
345769,NL95-1091674,0.0625
345769,NL98-5821416,0.0625
345769,B09-6047528,0.25
345808,CHN12-01-973577,0.5
345808,NL07-1183432,0.25
345808,B02-6175791,0.375
345808,B97-6162118,0.28125
345808,B99-6381018,0.1875
345808,B94-6336112,0.09375
345808,B04-6177653,0.375
345808,B98-6421220,0.1875
345808,B99-2396264,0.1875
345808,CHN11-04-757775,0.25
345808,DV07-08857-401,0.125
345808,NL05-1936842,0.0625
345808,NL99-2308215,0.0625
345808,NL95-1091674,0.03125
345808,NL98-5821416,0.03125
345808,B09-6047528,0.125
345808,NL07-1183431,0.5
345817,CHN12-01-973577,0.5
345817,NL07-1183432,0.25
345817,B02-6175791,0.375
345817,B97-6162118,0.28125
345817,B99-6381018,0.1875
345817,B94-6336112,0.09375
345817,B04-6177653,0.375
345817,B98-6421220,0.1875
345817,B99-2396264,0.1875
345817,CHN11-04-757775,0.25
345817,DV07-08857-401,0.125
345817,NL05-1936842,0.0625
345817,NL99-2308215,0.0625
345817,NL95-1091674,0.03125
345817,NL98-5821416,0.03125
345817,B09-6047528,0.125
345817,NL07-1183431,0.5
346325,CHN11-01-629909,0.5
346325,CHN09-01-500774,0.25
346325,CHN10-60-665000,0.25
346326,CHN11-01-629909,0.5
346326,CHN09-01-500774,0.25
346326,CHN10-60-665000,0.25
346356,B07-6378086,0.5
346356,B98-4298129,0.25
346356,B04-3099198,0.25
346356,CHN11-04-757111,0.5
346356,NL09-1084832,0.25
346356,B05-6453376,0.25
347028,B95-036,0.5
347028,B03-6226034,0.25
347030,B95-036,0.5
347030,B03-6226034,0.25
347034,B95-036,0.5
347034,B03-6226034,0.25
347044,B95-036,0.5
347044,B03-6226034,0.25
347052,B95-036,0.5
347052,B03-6226034,0.25
347062,B95-036,0.5
347062,B03-6226034,0.25
347064,B95-036,0.5
347064,B03-6226034,0.25
347075,B95-036,0.5
347075,B03-6226034,0.25
347096,B95-036,0.5
347096,B03-6226034,0.25
347099,B95-036,0.5
347099,B03-6226034,0.25
347101,B95-036,0.5
347101,B03-6226034,0.25
347339,B11-6240234,0.5
347339,B08-6374766,0.25
347339,B03-6086112,0.125
347339,B03-6460062,0.125
347339,B92-6242005,0.0625
347339,B94-6366891,0.0625
347339,B82-6736965,0.03125
347339,B86-6676122,0.03125
347339,B04-6470741,0.25
347339,B98-6522029,0.125
347339,B97-6390147,0.125
347339,B11-6240231,0.5
347746,CHN11-04-750869,0.5
347746,DV07-08857-401,0.375
347746,NL05-1936842,0.1875
347746,NL99-2308215,0.1875
347746,NL95-1091674,0.09375
347746,NL98-5821416,0.09375
347746,NL07-1207650,0.25
347746,NL04-4784455,0.125
347746,NL04-1389690,0.125
347746,CHN12-01-973580,0.5
347746,NL07-1183432,0.25
347746,B02-6175791,0.125
347746,B97-6162118,0.09375
347746,B99-6381018,0.0625
347746,B94-6336112,0.03125
347746,B04-6177653,0.125
347746,B98-6421220,0.0625
347746,B99-2396264,0.0625
347746,CHN11-04-757775,0.25
347746,B09-6047528,0.125
347752,CHN11-04-750869,0.5
347752,DV07-08857-401,0.375
347752,NL05-1936842,0.1875
347752,NL99-2308215,0.1875
347752,NL95-1091674,0.09375
347752,NL98-5821416,0.09375
347752,NL07-1207650,0.25
347752,NL04-4784455,0.125
347752,NL04-1389690,0.125
347752,CHN12-01-973580,0.5
347752,NL07-1183432,0.25
347752,B02-6175791,0.125
347752,B97-6162118,0.09375
347752,B99-6381018,0.0625
347752,B94-6336112,0.03125
347752,B04-6177653,0.125
347752,B98-6421220,0.0625
347752,B99-2396264,0.0625
347752,CHN11-04-757775,0.25
347752,B09-6047528,0.125
349446,BEO7-6386761,0.5
349446,BO2-6183145,0.25
349446,BEO7-6386756,0.5
349446,BO4-6307341,0.25
349446,B00-6480508,0.25
349456,B03-6108015,0.5
349456,B99-6517590,0.25
349456,B99-6553877,0.25
349483,BELG1992-6459552,0.5
349483,BELG2000-2202786,0.25
349483,BELG1999-6214965,0.25
349483,CHN2008-06-245330,0.5
349483,BELG1997-6364004,0.25
349483,BELG1998-6210345,0.25
349490,CHN2006-32-041888,0.5
349490,CHN2003-32-117620,0.25
349490,BELG2003-3131123,0.25
351592,B05-6155333,0.5
352413,B05-6166321,0.5
352413,B02-6091707,0.25
352413,B94-6214211,0.25
352413,B81-6463237,0.125
352413,B88-6318694,0.125
352417,B98-6594049,0.5
352417,B99-6143621,0.5
352417,B98-62140407,0.25
352417,B94-6214211,0.25
352417,B81-6463237,0.125
352417,B88-6318694,0.125
352418,B98-6594049,0.5
352418,B99-6143621,0.5
352418,B98-62140407,0.25
352418,B94-6214211,0.25
352418,B81-6463237,0.125
352418,B88-6318694,0.125
352551,B04-6095801,0.5
352551,B05-6045015,0.5
352563,B08-6368070,0.5
352571,B04-6095801,0.5
352571,B05-6045015,0.5
352604,CHN2013-06-196998,0.5
352604,CHN2012-06-209777,0.5
352618,CHN2013-06-196997,0.5
352618,CHN2012-06-210000,0.5
352761,B04-6073742,0.5
352761,B01-6455003,0.5
352761,B95-6302321,0.25
352761,B98-6160968,0.25
353795,B05-6038424,0.5
353795,B94-6081498,0.25
353795,B02-6035319,0.25
353795,B98-6085234,0.5
353795,B94-6388921,0.25
353795,B96-6049909,0.25
354561,BE11-5005801,0.5
354561,BE02-2184493,0.25
354561,BE10-5031759,0.5
354561,BE08-5061655,0.25
354561,BE06-5150300,0.25
354958,B05-6170761,0.5
354958,B02-6186032,0.25
354958,B01-6351574,0.25
354958,B09-6355801,0.5
354958,B05-6208435,0.25
354958,B07-6389170,0.25
354959,B09-6181231,0.5
354959,B04-6356682,0.25
354959,B07-6385730,0.25
354959,B08-6175174,0.5
354959,B05-6170705,0.25
354959,B01-6351574,0.25
354960,B08-6175028,0.5
354960,B04-6300880,0.25
354960,B04-6300833,0.25
354960,B08-6175181,0.5
354960,B02-6186032,0.25
354960,B01-6351574,0.25
354963,B12-6100999,0.5
354963,B06-6115067,0.25
354963,B07-6379616,0.25
354963,B06-6036180,0.5
354963,B02-6186032,0.25
354963,B01-6351574,0.25
354964,B09-6181231,0.5
354964,B04-6356682,0.25
354964,B07-6385730,0.25
354964,B08-6175174,0.5
354964,B05-6170705,0.25
354964,B01-6351574,0.25
354966,B08-6175028,0.5
354966,B04-6300880,0.25
354966,B04-6300833,0.25
354966,B08-6175181,0.5
354966,B02-6186032,0.25
354966,B01-6351574,0.25
355893,B06-3131096,0.5
355893,B06-3004383,0.5
355894,B06-3131096,0.5
355907,B00-3124739,0.5
355907,B00-3148002,0.5
355909,B05-3188726,0.5
355909,B97-3294183,0.25
355909,B98-3146806,0.25
355909,B05-3192693,0.5
355909,B00-3124739,0.25
355909,B00-3148002,0.25
355911,B05-3188726,0.5
355911,B97-3294183,0.25
355911,B98-3146806,0.25
355911,B05-3192693,0.5
355911,B00-3124739,0.25
355911,B00-3148002,0.25
355914,B09-3128085,0.5
355914,B06-3005670,0.25
356288,NL10-2014749,0.5
356309,C96-422165,0.5
356309,C96-239714,0.5
35645,B87-3089349,0.5
35645,B02-3025837,0.5
356711,BELG08-6338325,0.5
356711,B00-6545658,0.25
356711,B02-6503571,0.25
356711,CHN11-15-060550,0.5
356711,BELG90-6652120,0.25
356711,BELG93-6621023,0.25
356857,DV05714-01-837,0.5
356857,DV03236-97-92,0.25
356857,DV03236-97-26,0.25
356857,DV01654-02-1873,0.5
356857,B01-6098509,0.25
356857,NL01-1048239,0.25
35689,B03-4290040,0.5
35689,B99-4393735,0.25
35689,B00-4065903,0.25
35689,B01-4497683,0.5
35689,B97-4263008,0.25
35689,B94-4438219,0.25
356909,B97-2378787,0.5
356909,B85-6580826,0.25
356909,DV03661-93-400400,0.25
356909,DV03661-00-907,0.5
356909,B81-6688022,0.25
356909,B84-6560571,0.25
356911,B97-2378786,0.5
356911,B85-6580826,0.5
356911,DV03661-93-400,0.25
356911,B98-2425539,0.5
356911,D03661-94-100,0.25
356912,B98-2366924100,0.5
356912,B85-6580826,0.25
356912,DV03661-94-100,0.25
356912,B96-6515027,0.5
356912,B81-6688022,0.25
356912,B85-6580715,0.25
356914,B07-2015377,0.5
356914,B98-2366924100,0.25
356914,B85-6580826,0.375
356914,DV03661-94-100,0.125
356914,B96-6515027,0.25
356914,B81-6688022,0.125
356914,B85-6580715,0.125
356914,B98-2425539,0.5
356914,D03661-94-100,0.25
35703,B00-4524225,0.5
35703,B95-4148211,0.25
35703,B94-4578836,0.25
35703,B01-4497683,0.5
35703,B97-4263008,0.25
35703,B94-4438219,0.25
357841,B04-5026397,0.75
357841,B03-5071209,0.375
357841,B01-6182211,0.375
357841,B98-5296409,0.1875
357841,B97-6523459,0.1875
357841,B2006-5054807,0.5
357841,B98-5075161,0.25
357841,B93-5314244,0.125
357841,B93-5139333,0.125
358114,BE09-2231747,0.5
358114,BE04-2063218,0.25
358114,BE05-4130443,0.25
358114,BE08-4355789,0.5
358114,BE03-4343099,0.25
358114,BE03-4343129,0.25
358133,B01-2338048,0.5
358838,B04-6277729,0.5
358838,B02-6106932,0.25
358838,B00-6243714,0.125
358838,B00-6243597,0.125
358838,B96-6600523,0.25
358838,B95-6427760,0.125
358838,N92-6208105,0.125
358838,B97-6165725,0.5
358838,B96-6223374,0.25
358838,B96-6223331,0.25
359353,B10-2007035,0.5
359353,B09-5183351,0.25
359353,B07-5100921,0.25
359355,B10-2007035,0.5
359355,B09-5183351,0.25
359355,B07-5100921,0.25
359751,NL01-1135400,0.5
359751,B01-6041448,0.5
360620,NL79-342670,0.5
360620,NL76-1837108,0.5
360620,NL01-1822826,0.25
360958,NL03-1425717,0.5
360958,NL97-1887374,0.25
360958,NL00-2305675,0.5
360958,NL92-1650277,0.25
360977,B07-2052186,0.5
360977,B04-2244914,0.25
360977,B04-2244951,0.25
360977,B04-2244921,0.5
360977,B99-2049741,0.25
360977,B03-6358831,0.25
360982,B07-2052186,0.5
360982,B04-2244914,0.25
360982,B04-2244951,0.25
360982,B04-2244921,0.5
360982,B99-2049741,0.25
360982,B03-6358831,0.25
360986,B07-2052186,0.5
360986,B04-2244914,0.25
360986,B04-2244951,0.25
360986,B04-2244921,0.5
360986,B99-2049741,0.25
360986,B03-6358831,0.25
361076,B08-4349387,0.5
361076,B05-4408025,0.25
361076,B03-4162060,0.25
361076,B08-4028275,0.5
361076,B02-4264199,0.25
361076,B07-4053250,0.25
361077,B08-4349387,0.5
361077,B05-4408025,0.25
361077,B03-4162060,0.25
361077,B08-4028275,0.5
361077,B02-4264199,0.25
361077,B07-4053250,0.25
361078,B10-5143363,0.5
361078,B03-3131053,0.25
361078,NL07-5729683,0.25
361078,B05-3224569,0.5
361078,B97-6539152,0.25
361078,B98-3158062,0.25
361091,NL07-5729679,0.5
361091,NL04-1069270,0.25
361091,NL98-1512769,0.25
361091,BL97-5166166,0.125
361091,BL90-5226682,0.125
361091,B05-3224569,0.5
361091,B97-6539152,0.25
361091,B98-3158062,0.25
361094,B11-5113476,0.5
361094,B10-5143388,0.25
361094,B10-5143165,0.25
361094,B05-3224569,0.5
361094,B97-6539152,0.25
361094,B98-3158062,0.25
361096,B06-6360433,0.5
361096,B01-6453447,0.25
361096,B04-6105159,0.25
361096,B07-6007324,0.5
361096,B00-6552037,0.25
361096,B01-6001301,0.25
361696,NL2007-1786382,0.5
361696,NL2001-1847324,0.25
361696,NL2005-2187237,0.25
361696,NL2003-1135048,0.5
361696,NL1999-2360220,0.25
361696,NL2001-1886536,0.25
361900,B99-6061109,0.5
361900,B95-6226954,0.25
361900,B97-6201401,0.25
362015,B95-3336674,0.5
362015,B92-3138672,0.25
362015,B89-3160827,0.25
362015,B92-3138647,0.5
362015,B87-3089349,0.25
362015,B88-3307763,0.25
362131,B13-4193744,0.5
362131,B10-3100179,0.5
362135,B07-3011001,0.5
362135,B08-3055160,0.5
362436,NL95-2013000,0.5
362436,NL88-1918564,0.25
362436,NL86-721087,0.25
362436,NL00-1676212,0.5
362436,BE92-6685680,0.25
362436,NL93-2353516,0.25
362438,B99-4393727,0.5
362438,B01-6182211,0.5
362438,B98-5296409,0.25
362438,B97-6523459,0.25
362450,B2001-6255046,0.5
362450,B98-6210407,0.25
362450,B96-3121904,0.125
362450,B90-6277397,0.125
362450,B94-6214211,0.25
362450,B81-6463237,0.125
362450,B88-6318694,0.125
362450,B2000-6156270,0.5
362450,B87-2297197,0.25
362450,B1990-6277397,0.25
362558,B02-6183099,0.5
362558,B00-6345097,0.25
362558,B98-6335690,0.25
362558,B06-6034719,0.5
362788,B00-6448062,0.5
362788,B95-3274306,0.5
363094,B10-6347254,0.5
363094,B09-6356713,0.25
363094,B08-6385220,0.25
363094,NL04-5431146,0.5
363094,NL02-5252114,0.25
363094,NL01-5166226,0.25
363190,NL04-5435669,0.5
363190,NL03-1773737,0.25
363190,NL03-5340519,0.25
363190,NL04-1425561,0.5
363190,NL98-1983068,0.25
363190,NL96-1474648,0.25
363204,NL11-1503486,0.5
363204,NL10-1164534,0.25
363204,B09-6370126,0.25
363204,NL08-5818820,0.5
363204,B06-6410633,0.25
363204,NL04-1432243,0.25
363281,B12-3050028,0.5
363281,B09-3127491,0.25
363281,B08-3005203,0.125
363281,B06-3005719,0.125
363281,B08-3172902,0.25
363281,B07-3182016,0.125
363281,B05-5201215,0.0625
363281,B07-3182013,0.125
363281,B00-3124016,0.0625
363281,B97-3221726,0.0625
363281,B07-6258800,0.5
363281,B04-6467302,0.25
363281,B97-6270490,0.125
363281,B93-6681396,0.125
363281,B00-6548780,0.25
363281,B93-6491172,0.125
363281,B91-6685040,0.125
363283,B11-3008420,0.5
363283,B08-3172901,0.25
363283,B07-3182016,0.25
363283,B05-5201215,0.125
363283,B07-3182013,0.25
363283,B00-3124016,0.125
363283,B97-3221726,0.125
363283,B08-3172902,0.25
363283,B10-3163513,0.5
363283,B05-3188835,0.25
363283,B09-3021759,0.25
363287,B13-3031571,0.5
363287,B12-3050007,0.25
363287,B11-3008440,0.25
363287,B12-3050036,0.5
363287,B06-3005769,0.25
363287,B97-3294183,0.125
363287,B98-3146806,0.125
363287,B08-3172902,0.25
363287,B07-3182016,0.125
363287,B05-5201215,0.0625
363287,B07-3182013,0.125
363287,B00-3124016,0.0625
363287,B97-3221726,0.0625
363298,B10-3163911,0.5
363303,B09-3128085,0.5
363303,B06-3005670,0.25
363305,B06-3131096,0.5
363305,B06-3004383,0.5
363312,B11-3008127,0.5
363312,B04-3178402,0.25
363312,B09-3128131,0.25
363312,B12-3162870,0.5
363312,B02-3255938,0.25
363312,B07-3008347,0.25
363336,B11-6332494,0.5
363336,B10-6052306,0.25
363336,B03-6277483,0.25
363336,B00-61759805,0.125
363336,B00-6175870,0.125
363336,B11-6108682,0.5
363336,B06-6148105,0.25
363336,B03-6277418,0.25
363336,B02-6315014,0.125
363336,B98-6216290,0.125
363387,B96-4391907,0.5
363387,B90-4002926,0.25
363519,B96-3121913,0.5
363686,NL79-342670,0.5
363686,NL76-1837108,0.5
363686,NL01-1822826,0.25
365309,NL79-342670,0.5
365309,NL76-1837108,0.5
365309,NL01-1822826,0.25
365367,NL00-2040285,0.5
365367,NL95-1936669,0.25
365367,NL96-2331552,0.25
365367,NL00-2040299,0.5
365367,NL94-7009666,0.25
365367,NL98-1279739,0.25
365681,B03-6257134,0.5
365681,B02-6379072,0.25
365789,BE08-6031083,0.5
365789,BE09-6107016,0.5
365789,BE02-6330844,0.25
365789,BE05-6054296,0.25
365913,NL02-1641427,0.5
365913,NL96-2286406,0.25
365913,NL96-2286510,0.25
365913,NL01-1892694,0.5
365913,NL87-2084325,0.25
365913,NL90-2519089,0.25
365926,B00-4143466,0.5
365926,B98-4368737,0.25
365926,B95-4618837,0.25
365926,B00-4140444,0.5
365926,B89-4274193,0.25
365926,B99-4436008,0.25
365950,NL2007-1817928,0.5
365950,NL2003-1135415,0.25
365950,NL2004-2050343,0.25
365950,NL2004-2050221,0.5
365950,NL2001-1886692,0.25
365950,NL1993-2696113,0.25
366057,NL2005-1503656,0.5
366059,B2002-6058323,0.5
366059,B07-6403721,0.5
366063,NL2004-1626612,0.5
366063,NL98-582141,0.25
366067,B07-4332335,0.5
366067,B04-4431712,0.25
366067,B05-2143139,0.5
366067,B03-2191226,0.25
366067,B92-2198165,0.25
366067,B91-6437358,0.125
366067,B83-2350199,0.125
366081,B08-2040295,0.5
366081,B04-5174902,0.25
366081,B11-2083010,0.5
366081,B08-2040300,0.25
366081,B99-14391000,0.125
366081,B05-2143154,0.125
366081,B11-2083023,0.25
366497,BELG2010-3026078,0.5
366497,BELG2009-3065848,0.25
366497,BELG2003-3236839,0.25
366497,BELG2007-3201208,0.5
366497,BELG2005-3064207,0.25
366497,BELG2002-3037204,0.25
366498,BELG2010-3026078,0.5
366498,BELG2009-3065848,0.25
366498,BELG2003-3236839,0.25
366498,BELG2007-3201208,0.5
366498,BELG2005-3064207,0.25
366498,BELG2002-3037204,0.25
366532,B06-3004384,0.5
366532,B02-3056382,0.25
366532,B96-3308008,0.25
366533,B06-3131096,0.5
366533,B06-3004383,0.5
366536,B09-3128085,0.5
366536,B06-3005670,0.25
366537,B12-3162753,0.5
366537,B08-3172901,0.25
366537,B07-3182016,0.125
366537,B05-5201215,0.0625
366537,B07-3182013,0.125
366537,B00-3124016,0.0625
366537,B97-3221726,0.0625
367058,B2008-6340454,0.5
367058,B2005-6338472,0.25
367058,B97-6596425,0.125
367058,NL2001-2198844,0.125
367058,B1999-6438292,0.25
367058,B1997-6390022,0.125
367058,B1995-6246005,0.125
367058,B2008-6340442,0.5
367115,NL09-1060411,0.5
367115,NL05-1210540,0.25
367115,NL02-1434319,0.25
367115,NL06-2049400,0.5
367115,NL05-1210555,0.25
367115,NL05-1210548,0.25
367116,NL01-1672832,0.5
367116,NL00-1282143,0.25
367116,NL00-1160748,0.25
367116,NL94-1161013,0.5
367116,NL86-0854046,0.25
367116,NL89-1117317,0.25
367142,CHN2015-03-0886917,0.5
367142,NL2007-1817968,0.25
367142,NL2010-1681825,0.25
367142,B2008-6340442,0.5
367162,NL2011-1741016,0.5
367162,NL2003-1135408,0.25
367162,NL2007-1817864,0.25
367162,NL2007-1786839,0.5
367162,NL2005-1358883,0.25
367162,NL2003-1147135,0.25
367221,NL03-0375941,0.5
367221,NL02-0271883,0.25
367221,NL99-9964496,0.125
367221,NL93-1125375,0.125
367221,NL94-9410369,0.25
367223,CHN2010-32-961850,0.5
367223,CHN2008-03-634998,0.25
367223,CHN2004-01-309465,0.125
367223,CHN2005-01-356357,0.125
367223,CHN2006-03-037834,0.25
367223,CHN1999-03-080057,0.125
367223,CHN1998-03-146995,0.125
367223,CHN2016-03-0900869,0.5
367223,CHN2014-30-102781,0.25
367223,RO2010-0011263,0.125
367223,CHN2012-03-510111,0.125
367223,B2008-6340442,0.25
367229,B2008-6340454,0.5
367229,B2005-6338472,0.25
367229,B97-6596425,0.125
367229,NL2001-2198844,0.125
367229,B1999-6438292,0.25
367229,B1997-6390022,0.125
367229,B1995-6246005,0.125
367229,CHN2008-03-632843,0.5
367229,CHN2007-03-528937,0.25
367229,B2002-6506934,0.125
367229,B2000-2152014,0.125
367229,CHN2007-03-528963,0.25
367229,CHN2006-03-102079,0.125
367229,CHN2005-01-356357,0.125
367272,CHN2009-01-220179,0.5
367272,NL2002-1635214,0.25
367272,NL1998-1215892,0.125
367272,NL2001-1886800,0.125
367272,NL2003-5308529,0.25
367272,NL2002-5200927,0.125
367272,NL2002-1012476,0.125
367378,CHN2015-03-0886640,0.5
367378,CHN2009-01-220179,0.25
367378,NL2002-1635214,0.125
367378,NL1998-1215892,0.0625
367378,NL2001-1886800,0.0625
367378,NL2003-5308529,0.125
367378,NL2002-5200927,0.0625
367378,NL2002-1012476,0.0625
367378,CHN2014-03-861911,0.5
367378,B2009-6358581,0.25
367378,BE02-6477821,0.125
367378,B2004-6293191,0.125
367378,B2006-6056147,0.25
367378,BE98-6589910,0.125
367378,BE98-6278036,0.125
367382,CHN2010-32-961850,0.5
367382,CHN2008-03-634998,0.25
367382,CHN2004-01-309465,0.125
367382,CHN2005-01-356357,0.125
367382,CHN2006-03-037834,0.25
367382,CHN1999-03-080057,0.125
367382,CHN1998-03-146995,0.125
367382,CHN2016-03-0900869,0.5
367382,CHN2014-30-102781,0.25
367382,RO2010-0011263,0.125
367382,CHN2012-03-510111,0.125
367382,B2008-6340442,0.25
367383,NL2009-1186007,0.5
367383,NL2007-1817993,0.25
367383,NL2006-4720774,0.125
367383,NL2000-5063949,0.0625
367383,NL2004-5430805,0.0625
367383,NL2000-1975952,0.125
367383,NL2007-6229191,0.25
367383,NL2007-1129412,0.5
367383,B2004-6177627,0.25
367412,CHN2009-03-1034163,0.5
367412,CHN2006-01-600506,0.25
367412,CHN2006-01-600308,0.25
367412,CHN2016-03-0900551,0.5
367412,CHN2015-03-0886622,0.25
367412,B2008-6340454,0.125
367412,B2005-6338472,0.0625
367412,B97-6596425,0.03125
367412,NL2001-2198844,0.03125
367412,B1999-6438292,0.0625
367412,B1997-6390022,0.03125
367412,B1995-6246005,0.03125
367412,NL2007-1129402,0.125
367412,NL2002-2173592,0.0625
367412,NL2000-5063949,0.03125
367412,NL1998-5821416,0.03125
367412,NL1997-5700531,0.0625
367412,NL1996-1434375,0.03125
367412,NL1987-1055610,0.03125
367412,NL2010-1681855,0.25
367412,NL2008-1537203,0.125
367412,NL2007-1817852,0.0625
367412,NL2007-1817880,0.0625
367412,NL2009-1186402,0.125
367412,NL2004-2050252,0.0625
367412,NL2001-1886550,0.0625
367478,NL2002-1635264,0.75
367478,NL2008-1537236,0.5
367478,NL2001-1886517,0.25
367488,AU2008-2897,0.5
367488,NL2012-5200201,0.5
367488,NL2008-2020821,0.25
367488,NL2000-1122178,0.125
367488,NL2004-5435151,0.125
367488,NL2002-5255446,0.25
367488,NL1997-5700643,0.125
367488,NL1999-1585526,0.125
367503,B07-510175,0.5
367503,B98-9147107,0.25
367503,B98-9147129,0.25
367836,B2007-6364195,0.5
367836,B2000-6367509,0.25
367836,B2005-6445574,0.25
367836,B2006-6415262,0.5
367836,B97-6162118,0.25
367836,B03-3135117,0.25
367837,CHN2014-30-102781,0.5
367837,RO2010-0011263,0.25
367837,CHN2012-03-510111,0.25
367837,B2008-6340442,0.5
367839,NL2010-1681744,0.5
367839,NL2007-1817928,0.25
367839,NL2003-1135415,0.125
367839,NL2004-2050343,0.125
367839,NL2004-2050221,0.25
367839,NL2001-1886692,0.125
367839,NL1993-2696113,0.125
367839,NL2010-1681719,0.5
367839,NL2002-1635264,0.375
367839,NL2008-1537236,0.25
367839,NL2001-1886517,0.125
368002,B1994-6142751,0.5
368002,B1990-6088614,0.5
368005,B1994-6142751,0.5
368005,B1990-6088614,0.5
368266,NL09-1253550,0.5
368266,NL07-3756200,0.25
368266,NL03-0389565,0.25
368266,NL07-1962549,0.5
368266,NL06-0733616,0.25
368266,NL05-0534554,0.25
368268,NL07-1374810,0.5
368268,NL04-1561402,0.25
368268,NL05-1424297,0.25
368268,NL02-0240954,0.5
368268,NL98-9848107,0.25
368268,NL90-1024072,0.25
368385,B01-6179482,0.5
368385,B92-6243625,0.25
368385,B94-6366929,0.25
368672,NL2007-1129401,0.5
368672,NL2002-2173592,0.25
368672,NL2000-5063949,0.125
368672,NL1998-5821416,0.125
368672,NL1997-5700531,0.25
368672,NL1996-1434375,0.125
368672,NL1987-1055610,0.125
368672,NL2007-1129412,0.5
368672,B2004-6177627,0.25
368673,CHN2004-03-335303,0.5
368673,CHN1999-01-012013,0.25
368673,NL2001-0182248,0.25
368673,CHN2008-177484,0.5
368673,NL2002-5200927,0.375
368673,NL2003-5308529,0.25
368673,NL2002-1012476,0.125
368689,NL2009-1186580,0.5
368689,NL2007-1817923,0.25
368689,NL2003-1135475,0.25
368689,NL2002-1635264,0.375
368689,NL1995-1941948,0.125
368689,NL2008-1537236,0.5
368689,NL2001-1886517,0.25
368691,B2014-6241534,0.5
368691,B2011-6240282,0.25
368691,B2005-6045015,0.25
368691,B2008-6338200,0.5
368691,B1995-6523289,0.25
368691,B2002-6508588,0.25
368702,CHN2015-03-0886662,0.5
368702,NL2007-1817850,0.25
368702,NL2006-4720774,0.125
368702,NL2000-5063949,0.0625
368702,NL2004-5430805,0.0625
368702,NL1999-2360329,0.125
368702,NL2010-1681839,0.25
368702,NL2013-1239751,0.5
368702,NL2010-1682173,0.25
368702,NL2007-1817907,0.125
368702,NL2004-2050252,0.0625
368702,NL2003-1103686,0.0625
368702,NL2004-2050373,0.125
368702,NL2007-1786839,0.25
368702,NL2005-1358883,0.125
368702,NL2003-1147135,0.125
368706,B2009-6233661,0.5
368706,BE03-6457591,0.25
368706,BE05-6450535,0.25
368706,B2006-6056147,0.5
368706,BE98-6589910,0.25
368706,BE98-6278036,0.25
368708,CHN2014-30-102781,0.5
368708,RO2010-0011263,0.25
368708,CHN2012-03-510111,0.25
368708,CHN2008-03-632843,0.5
368708,CHN2007-03-528937,0.25
368708,B2002-6506934,0.125
368708,B2000-2152014,0.125
368708,CHN2007-03-528963,0.25
368708,CHN2006-03-102079,0.125
368708,CHN2005-01-356357,0.125
368712,NL2017-4704041,0.5
368712,NL2014-4750791,0.25
368712,NL2016-1072908,0.25
368712,NL2013-1239719,0.5
368712,NL2008-2049005,0.375
368712,NL1998-5821450,0.1875
368712,NL2004-5430805,0.1875
368712,NL2010-1682333,0.25
368712,NL2004-2050343,0.125
368727,NL2010-1681846,0.5
368727,NL2008-1537225,0.25
368727,NL2001-1886692,0.1875
368727,NL2002-1635193,0.125
368727,NL1993-2696113,0.0625
368727,NL2005-1441789,0.25
368727,NL1999-2411769,0.125
368727,NL1999-2411761,0.125
368727,NL2013-1239756,0.5
368727,NL2009-1186403,0.25
368727,NL2004-2050252,0.125
368727,NL2010-1682105,0.25
368727,NL2006-4720774,0.125
368727,NL2000-5063949,0.0625
368727,NL2004-5430805,0.0625
368727,NL2003-1103686,0.125
368730,CHN2016-03-0900632,0.5
368730,CHN2011-32-912065,0.25
368730,CHN2007-03-529866,0.125
368730,B2002-6506934,0.125
368730,NL2004-1114742,0.0625
368730,B2008-4270255,0.125
368730,B2007-4235685,0.0625
368730,B2004-4035026,0.0625
368730,CHN2010-32-962998,0.25
368730,CHN2004-03-335303,0.125
368730,CHN1999-01-012013,0.0625
368730,NL2001-0182248,0.0625
368730,CHN2008-177484,0.125
368730,NL2002-5200927,0.09375
368730,NL2003-5308529,0.0625
368730,NL2002-1012476,0.03125
368730,CHN2016-03-0900666,0.5
368730,CHN2010-01-810707,0.25
368730,B2008-6340454,0.125
368730,B2005-6338472,0.0625
368730,B97-6596425,0.03125
368730,NL2001-2198844,0.03125
368730,B1999-6438292,0.0625
368730,B1997-6390022,0.03125
368730,B1995-6246005,0.03125
368730,NL2007-1129402,0.125
368730,NL2002-2173592,0.0625
368730,NL2000-5063949,0.03125
368730,NL1998-5821416,0.03125
368730,NL1997-5700531,0.0625
368730,NL1996-1434375,0.03125
368730,NL1987-1055610,0.03125
368730,CHN2008-03-632843,0.25
368730,CHN2007-03-528937,0.125
368730,B2000-2152014,0.0625
368730,CHN2007-03-528963,0.125
368730,CHN2006-03-102079,0.0625
368730,CHN2005-01-356357,0.0625
368736,CHN2010-01-810707,0.5
368736,B2008-6340454,0.25
368736,B2005-6338472,0.125
368736,B97-6596425,0.0625
368736,NL2001-2198844,0.0625
368736,B1999-6438292,0.125
368736,B1997-6390022,0.0625
368736,B1995-6246005,0.0625
368736,NL2007-1129402,0.25
368736,NL2002-2173592,0.125
368736,NL2000-5063949,0.0625
368736,NL1998-5821416,0.0625
368736,NL1997-5700531,0.125
