img_id,ring,code,source
100009,NL10-1031384,F5545:2|F5781:2|F5820:2|F5998:2,structured
100201,NL09-1331076,,fallback
100205,NL09-1331087,,fallback
10045,B01-6366746,F2776|F2777|F2859,fallback
100459,,F1153,fallback
100460,B07-6110398,F3599:1|F4012:2|F4041:2,structured
100510,B2003-6476030,F2776|F2777|F2861|F3322|F3352,fallback
100535,,,fallback
100583,,,empty
100585,,,empty
100589,,F260|F628,fallback
100591,,,empty
100614,,F615|F897,fallback
100767,B05-6153324,F2593|F2594|F2859|F3087,fallback
100867,,,empty
100870,,,empty
100900,NL08-2020815,F7244:2,structured
100924,,F2734|F2865|F299|F3035|F3092,fallback
101010,,,fallback
101015,,,fallback
101048,,,empty
101069,,,fallback
101074,,,fallback
101103,,F80,fallback
101115,CHN2002-01-445232,,empty
101124,,,empty
101126,,,empty
101192,NL10-1083072,F7244:2|F3386:3|F5447:3|F7211:3,structured
10164,NL06-1195033,,fallback
101728,CHN10-15-259348,F2484:2|F2498:2|F4543:2|F4549:2,structured
101747,,F615|F897,fallback
101762,,,empty
101860,B09-5051566,,fallback
101911,,,empty
101924,,,fallback
101925,,,empty
101942,,,empty
102077,,,fallback
102111,B03-6266119,F2407|F2467|F639,fallback
102332,,,fallback
102335,CHN11-01-061771,F342,fallback
10259,,,fallback
10260,,,fallback
10261,,F2736,fallback
10262,,,fallback
10264,,,fallback
102658,,,fallback
102659,,,fallback
102660,,,fallback
102694,DV0964-04-96,F5137:1,structured
102696,,,fallback
102706,,F2407|F2940,fallback
102707,,F3202|F3307,fallback
102709,,,fallback
102710,,,fallback
102711,CHN08-12-169009,,fallback
102712,CHN05-12-009782,F4595:2|F5415:2|F5416:2|F7036:2,structured
102713,AU2001-GFL-961,,fallback
102714,,,fallback
102716,CU2001-03244,,fallback
102717,CHN08-09-013193,,fallback
102719,CHN08-09-592896,,fallback
102745,CHN09-15-205277,,fallback
102798,,,empty
102800,,,empty
102803,,,empty
102804,,,empty
102847,B10-5182723,F2752|F601|F80|F954,fallback
102963,B05-3185185,,fallback
103074,B09-2203703,,fallback
103085,B02-6034130,,fallback
103099,B03-5235916,F2601,fallback
103100,B02-2142860,F2601,fallback
103224,CHN04-09-000056,,empty
103245,CHN08-09-125828,,empty
103380,CHN29-10-050406,,empty
103403,CHN29-10-178892,,empty
103442,,,empty
103443,,F217|F2753,fallback
103570,CHN2002-16-122886,,empty
103631,,,fallback
10379,,,fallback
103833,,F2417|F2627|F2636|F2687,fallback
103892,,,empty
103905,,,empty
103909,,,empty
103910,,,empty
103911,,,empty
103913,,,empty
103919,,,empty
103920,,,empty
103976,TF07-549259,F2477|F2710,fallback
103979,CHN2016-32-0552821,,fallback
103990,,,fallback
104012,,,empty
104014,,,empty
104084,BELG2009-6222923,F640:2,structured
104100,CC2010-428739,F2405:2|F2465:2|F6762:2|F6796:2,structured
104103,CHN10-15-187624,F3122:2|F5405:2,structured
10414,,,empty
104537,,F3027,fallback
104653,,,empty
104658,AU2007-408,,fallback
10466,B03-6097248,F132|F2517|F2518|F2642|F2657|F2674,fallback
104744,CHN1998-09-011270,,empty
104745,CHN1998-09-018729,,empty
104751,CHN2003-10-209847,,empty
104758,CHN2004-10-289252,,empty
104768,CHN2004-10-300473,,fallback
104854,CHN2005-10-548306,,fallback
104855,CHN2005-10-548307,,fallback
104963,,,empty
10497,B03-6096152,F3289,fallback
105026,CHN2009-12-017646,,empty
105041,CHN2009-12-017786,,empty
105125,CH2010-20-007929,,fallback
105407,NL09-1647015,,fallback
105408,B10-4258635,,fallback
105409,B10-4258636,,fallback
105411,,F2501|F342,fallback
105430,B10-4258661,,fallback
105431,B10-4258662,,fallback
105501,NL06-1078025,F5639:1|F5797:1,structured
105503,NL06-5629123,,fallback
105506,,F2403|F2426|F2797|F2878|F3326,fallback
105578,B05-5124315,F85:1|F462:1,structured
10558,B00-6340079,F2517|F2642|F2657|F2674,fallback
105765,CHN10-03-021453,F314,fallback
105915,NL10-1823006,,fallback
105941,CHN2010-01-868817,,fallback
105951,CHN18-2009-027466,,fallback
106047,BELG2009-6250000,,fallback
106059,BELG2006-6270255,,fallback
106064,BELG2009-6248565,,fallback
10610,,,fallback
106333,,F3235|F342|F625,fallback
106470,BELG2009-4331013,F224|F2577|F3262|F3269|F54|F573,fallback
10649,B03-6042169,F2460|F3293,fallback
10650,B04-6431023,F2883:2|F3343:2,structured
106502,NL17-1073517,F6336:2|F6484:2|F5914:3|F5919:3|F6070:3|F6196:3,structured
10651,B03-6042039,F2441:2|F2459:2|F2926:2|F3291:2,structured
106511,,,fallback
106515,,F604,fallback
10653,B00-6098324,F2479:2|F2696:2|F2698:2|F2850:2,structured
10658,B04-6035128,F2590:2|F2695:2|F2765:2|F2931:2,structured
10666,B04-6035145,,fallback
106688,DV02065-13-201,,fallback
106693,DV02065-13-236,,fallback
106694,DV02065-13-204,,fallback
106737,BELG2010-6052565,F1349|F1507,fallback
106742,BELG2010-6052564,F1349|F1507,fallback
106744,BELG2010-6052567,F1192|F1515,fallback
106807,BELG06-2082408,,fallback
106814,NL05-2208939,,fallback
106815,DV01769-14-35,,fallback
106819,DV01769-14-786,,fallback
106825,DV01769-14-725,,fallback
106829,DV01769-14-743,,fallback
10685,B04-6430750,F132|F2517|F2518|F2642|F2657|F2674|F3086,fallback
106932,NL06-1597645,F2528:1,structured
107109,,F342,fallback
107113,,F2688|F342,fallback
107114,,F342,fallback
107118,,F1298|F2501|F342,fallback
107119,,F2501|F342,fallback
107216,BELG05-2142768,,fallback
107327,DV01769-14-797,,fallback
107386,CHN08-09-188667,,empty
107404,CHN10-16-126187,,empty
107418,CHN10-32-545973,,empty
107467,CHN2010-08-259000,F2521|F2592,fallback
107471,NL1999-1870691,,fallback
107572,BELG06-3118150,,fallback
107576,BELG03-3131141,F2676|F35,fallback
107584,BELG04-3204401,F3000|F342,fallback
10764,NL06-1597236,F5041:2|F5446:2,structured
10765,B06-6334256,F2608:2|F2662:2|F2884:2|F3314:2,structured
107770,,,empty
107779,BELG05-4325754,F2577|F3011|F3269|F573,fallback
107786,BELG05-4274511,F2577|F3011|F3269|F573,fallback
108048,B07-4378473,F2752:2|F2916:2|F3126:2,structured
108058,BELG2013-6026405,,fallback
108059,,,fallback
108061,NL17-1875022,,fallback
108067,NL2010-1082810,,fallback
108068,NL2010-1082969,,fallback
108069,,F3116,fallback
108073,B10-6052077,F1658,fallback
108074,B2010-4323332,,fallback
108075,,,fallback
108076,,F2123|F2273|F2278|F2279|F2280|F2294|F2298|F2317,fallback
108078,,,fallback
108084,,,fallback
108092,BEL07-6399031,F2457:2|F2607:2|F4152:2|F4154:2,structured
108105,,,fallback
108144,B2004-6293186,F2858,fallback
108218,NL2011-1737011,F6531:2|F6542:2|F6600:2|F6605:2,structured
108260,BELG2013-4050274,F1733|F2577|F2752|F913,fallback
108261,BELG2013-4050340,F2752,fallback
108265,,,fallback
108266,,,fallback
108267,B14-2041177,F3524:2|F3526:2|F3577:2|F4134:2,structured
108268,,F181|F3116|F370,fallback
108270,,F2753|F3269|F573,fallback
108271,,,fallback
108273,,,fallback
108274,,,fallback
108275,,F2577|F3269|F573,fallback
108319,BELG13-6310483,F847,fallback
108322,BELG13-6300533,F1769|F3308,fallback
108330,BELG13-6300546,F1161,fallback
108331,BELG13-6300550,F1163|F260|F3308,fallback
108332,BELG13-6310591,F3308|F994,fallback
108333,BELG13-6310599,,fallback
108334,BELG12-6225105,F3308,fallback
108335,BELG12-6225120,F3308,fallback
108341,BELG12-6225160,F1881|F3250,fallback
108348,BELG13-6096530,F1527,fallback
108353,BELG13-6096627,F1881,fallback
108357,BELG2013-4050441,,fallback
108490,NL12-1822137,,fallback
108526,B05-3224609,F3116,fallback
108636,NL2007-1129402,F6489:2|F6498:2|F6510:2|F6542:2,structured
108638,CHN2015-03-0887778,F6489:3|F6498:3|F6510:3|F6542:3,structured
108646,B10-4258561,,fallback
108650,B07-4349252,,fallback
108653,DV06720-07-753,,fallback
108786,,F2582,fallback
108787,,F2582,fallback
108817,CHN2018-08-0008822,,fallback
108818,NL1998-9821081,F2457,fallback
108912,NL03-1675010,F5450:1,structured
108984,BE2016-4065405,,fallback
108987,,,empty
108988,,,fallback
108990,,F3262,fallback
108992,B18-4220670,F913:2|F1926:2|F1964:2|F688:3|F2610:3,structured
108993,B07-6364322,F124:2|F2721:2|F2852:2|F3066:2,structured
108994,,F1757,fallback
108996,,F181|F3281|F86,fallback
108997,,,fallback
108998,,,fallback
108999,,,fallback
109001,,F331,fallback
109003,BE06-4371190,F2830|F3260,fallback
109006,B12-1994805,,fallback
109010,B13-1784969,,fallback
109161,,F1581|F3116|F737,fallback
109402,NL2007-2054472,,fallback
109511,,,fallback
109514,,,fallback
109515,,,fallback
109586,BELG2009-6248549,,fallback
109600,B08-3079294,,fallback
109638,BE2011-6330024,F455:3|F1036:3,structured
109639,CHN2017-08-0199999,,fallback
109640,BE2011-6332462,F1484,fallback
109646,,,fallback
109674,NL09-1674556,,fallback
109797,CHN2010-18-049980,,empty
109800,CHN2010-18-044420,,empty
109805,CHN2006-18-003077,,fallback
109810,CHN2019-08-0097777,F1518|F1921,fallback
109816,CHN10-32-261894,,empty
109817,CHN09-32-600511,,empty
109819,CHN09-32-601795,F83,fallback
109820,,,fallback
109905,B2007-2252188,F1235|F3269|F573,fallback
109927,B2009-4114859,,fallback
109952,,,fallback
109970,B2009-4114860,,fallback
110016,B2005-2004989,,fallback
110018,B2008-2241584,,fallback
110019,B2008-2197693,F2147,fallback
110020,B2009-2026905,,fallback
110021,B2007-4380865,,fallback
110024,NL2010-1271446,,fallback
110027,NL2008-1101757,,fallback
110085,NL08-1102719,,fallback
110114,,,fallback
110116,,,fallback
110117,,,fallback
110118,,,fallback
110137,NL2008-1537260,,fallback
110138,NL2008-1537315,F6496:2|F6542:2|F6566:2|F6605:2,structured
110154,B2002-5061014,,fallback
110224,B09-6240990,F2205:2|F2767:2|F2935:2|F3031:2,structured
110480,B06-6334290,F2606:2|F2728:2|F2789:2|F3049:2,structured
110486,B05-6445716,F2608:2|F2658:2|F2788:2|F3311:2,structured
11064,S05-30336,,fallback
110676,,,fallback
110705,B07-6390349,F268|F975,fallback
110706,B07-2015494,F2615,fallback
110707,B05-6166490,,fallback
110848,,F81,fallback
110849,CHN2006-03-303068,F81,fallback
110850,CHN2006-03-303042,F81,fallback
110879,CHN04-12-076949,,fallback
111065,,,empty
111074,,,empty
111079,,,empty
111081,,,empty
111087,,F217|F2753|F3269|F573,fallback
111091,BELG2007-4138819,,empty
111110,NL2008-1489640,,fallback
111137,NL08-1569144,,fallback
111163,B05-6304236,,fallback
111269,,,fallback
111314,,F2390|F2435|F2437,fallback
111337,,F1507|F645,fallback
111341,CHN12-08-144759,,fallback
111347,CHN2010-05-162893,,empty
111355,B02-6074071,,fallback
111357,,,fallback
111582,CHN2004-09-171126,,fallback
111583,CHN2007-09-002392,,fallback
111730,,F2477|F2710,fallback
111808,CHN08-03-199999,,empty
111809,,,empty
111831,CHN05-10-126014,,fallback
111834,CHN09-10-011011,,fallback
111838,CHN05-10-436362,,fallback
111840,CHN07-10-023009,,fallback
111841,CHN09-32-609779,,fallback
111842,,,empty
111843,CHN10-10-040172,,fallback
111844,CHN10-32-262598,,fallback
111845,,,fallback
111847,,,empty
111853,,,empty
111854,,,empty
111857,,,empty
111859,,,empty
111860,,,fallback
111864,,,fallback
111868,,,empty
111869,NL2004-1993808,,fallback
111886,,,fallback
111887,,,fallback
111890,,,fallback
111971,,,fallback
112069,CHN2005-09-037556,,fallback
112077,NL2012-1618365,F6491:2|F6542:2|F6553:2|F6605:2,structured
112079,CHN2017-03-0077158,F6521:3|F6522:3|F6553:3|F6491:4,structured
112081,B09-5051450,,fallback
112093,NL08-1349377,F5907:1|F6182:1,structured
112113,AU96-FVC-9721,,empty
112118,BELG2003-6485743,F2593|F2859,fallback
112119,BELG2003-6485774,F2858,fallback
112120,BELG2003-6457022,F2508|F2607|F2776|F2777,fallback
112121,BELG2003-6457028,F2508|F2607|F2776|F2777,fallback
112122,BELG2003-6457034,F2478|F2776|F2777,fallback
112123,BELG2003-6485750,F2477|F2645|F2710|F2711|F3169|F3199,fallback
112125,BELG2005-6445710,F2608|F2662|F3310,fallback
112230,CHN2009-06-055938,,fallback
112289,NL2006-2162266,F6566:1|F6492:2|F6497:2,structured
11229,B01-6398526,F2517|F2642|F2657|F2674,fallback
112402,NL07-1907957,,fallback
112409,B01-6526608,,fallback
112435,DV09856-04-592,,fallback
11246,B04-6126467,F154|F2518|F3217,fallback
11250,B04-6430728,F132|F154|F2517|F2518|F2642|F2657|F2674|F3217,fallback
112601,,,empty
112609,BELG1995-6274413,,fallback
112697,,,fallback
112699,BELG2011-6219339,F2549:2|F2775:2|F2594:3|F2859:3|F3087:3|F4058:3,structured
1127,B01-2243931,,fallback
112735,CHN2016-03-0900833,F6500:3|F6531:3|F6552:3|F6489:4|F6498:4|F6510:4|F6542:4|F6605:4,structured
112792,,F3269|F384|F570,fallback
112868,NL2016-1526279,F6551:2|F6600:2|F6650:2|F6496:3|F6566:3,structured
112881,,,fallback
112944,B03-6266150,,fallback
112995,,,fallback
113049,CHN2005-20-000267,,empty
113052,CHN2006-20-000071,,empty
113054,CHN2007-20-006282,,empty
113139,,,fallback
113148,,,fallback
113229,B05-4045228,F2529|F2530|F2753,fallback
113249,,,empty
113297,B03-6063937,,fallback
113325,,,empty
113353,B07-4067956,F2577|F742,fallback
113440,,,fallback
113441,,,fallback
113454,,,empty
113483,,,empty
113538,,,fallback
113550,B2005-3185208,F2068|F2091,fallback
113551,B2006-3206562,F2068|F2091,fallback
113560,B2008-3079103,F2068|F2091,fallback
113562,B2008-3079293,F2068|F2091,fallback
113567,B2008-3079295,F2068|F2091,fallback
113598,,,empty
113819,CHN2005-04-019135,,fallback
113824,B99-3221937,F3005|F3115,fallback
113852,CHN05-10-420043,,empty
113855,CHN03-10-088962,,empty
113862,CHN2010-04-045802,F4374:1|F4815:1,structured
113863,CHN2009-04-651839,F4374:1|F4791:1,structured
113894,CHN06-10-322124,,empty
113927,B2006-5100917,F2752|F601|F80,fallback
113951,CHN09-10-011011,,fallback
113953,CHN09-10-010719,F2529|F2530|F2753|F3012,fallback
113961,CHN08-10-335717,,empty
113969,CHN04-10-350976,,empty
114041,B04-6276731,F2407|F2467|F2547|F2705,fallback
114043,CHN10-15-259704,F2760|F494|F5043|F680,fallback
114143,CC10-314503,F4607:1|F2497:2|F3122:3|F5405:3,structured
114144,,F2497|F2520|F2616|F3122,fallback
114188,CHN2008-32--002509,,fallback
114201,BELG2009-6222918,F110|F2546|F3200,fallback
114262,B2009-5185770,F601|F80,fallback
114265,B10-2154676,F2963,fallback
114269,,F2391|F2410,fallback
114302,NL07-2008494,,fallback
114481,CHN01-09-283386,,empty
114551,CHN18-10-335719,,empty
114578,CHN08-10-335770,,empty
114579,CHN10-10-702178,,empty
114584,CHN09-32-599107,,empty
114585,CHN09-10-700331,,empty
114586,HN10-10-702162,,fallback
114587,CHN10-10-702161,,fallback
114598,B96-1388737,,empty
114615,CHN04-09-025609,,empty
114618,CHN06-09-046045,,empty
114619,CHN07-09-018295,,empty
114702,,,empty
114719,CHN04-09-247923,F4574:1,structured
114746,B09-5061390,F592|F73,fallback
114758,B08-5061305,,fallback
114769,B07-5080123,,fallback
114770,B07-5030320,,fallback
114771,B03-5071100,F2626|F2690|F2835,fallback
114778,NL02-0271883,F6868:1|F7270:1,structured
114784,NL2003-1272747,F2881,fallback
114916,,,fallback
114917,BELG2010-4323440,F4293:2|F4360:2|F4216:3|F4245:3,structured
114919,B10-2010-4327858,F4216:2|F4245:2|F4309:2|F4383:2,structured
11499,BELG98-2061202,,fallback
11501,BELG00-2117288,,fallback
11502,CHN04-10-654816,,fallback
115104,CHN09-09-192082,,empty
115135,,,empty
115144,,,empty
115327,CHN2008-01-156723,,fallback
115630,CHN10-09-383377,F2897,fallback
115714,CHN2010-15-285779,F2447|F326|F3317,fallback
115715,CHN2009-15-034934,F2447|F326|F3317,fallback
115716,,,fallback
11574,B04-4084131,,fallback
115891,B14-6022926,,fallback
115894,NL12-1822735,,fallback
115895,NL12-1822153,,fallback
115902,B09-6221398,F2723:1,structured
115903,B10-6022287,,fallback
115951,NL07-1561167,,fallback
115961,CHN10-12-172488,,empty
116055,B10-2045469,F20:1|F773:2,structured
116056,CHN2017-01-1363258,F3121,fallback
116071,CHN99-09-008871,,fallback
116072,CHN98-09-005741,,empty
116086,CHN99-09-008471,,empty
116105,CHN01-09-141941,,empty
116146,CHN2015-08-0111911,,fallback
116152,CHN2015-08-0099997,,fallback
116156,BELG2003-3131084,,fallback
116160,BELG2005-3185215,,fallback
116161,BELG2003-3131148,F191,fallback
116167,,F2038|F2109|F2413|F2456|F2544|F2545|F2546|F2547|F2640|F2659|F2705|F2856|F640,fallback
116477,,,empty
116479,,,empty
116480,,,empty
116481,,,empty
116484,,,empty
116489,,,empty
116701,,,empty
116703,,,empty
116704,,,empty
116706,,,empty
116707,,,empty
116717,,,empty
116720,,,empty
116722,,,empty
11677,B04-6058345,F9:2|F2453:2|F3208:2|F3341:2,structured
116771,,,empty
116773,,,empty
116820,,,empty
116855,CHN01-10-638093,,fallback
116877,CHN02-10-200028,,fallback
116878,CHN03-10-088970,,empty
116879,CHN06-10-336895,,empty
116881,CHN03-10-088979,,fallback
116926,B06-4372407,F3040:2|F3041:2,structured
116940,,,fallback
116992,DV01055-01-0566,,fallback
116998,DV07764-06-626,,empty
117009,CHN2008-02-162664,,fallback
117010,CHN2008-02-162663,,fallback
117011,,,fallback
117130,C08-10-407869,F4592:1|F4593:1,structured
117194,,,empty
117207,,,empty
11727,NL05-0526048,,fallback
117322,CHN10-01-852284,,fallback
117330,CHN2007-048078,,fallback
11735,,,fallback
117637,CHN02-08-114999,,fallback
117813,,,empty
117817,,,empty
117822,,,empty
117825,,,empty
117828,,,empty
117880,,,empty
117975,,,empty
117976,,,empty
117978,,,empty
117979,,,empty
117980,,,empty
117985,CHN2008-20-028888,,empty
117986,,,empty
117989,CHN2009-20-000199,,empty
117990,CHN2009-20-000311,,empty
117991,,,empty
117994,,,empty
118006,,,empty
118172,,,fallback
118173,,F604,fallback
118174,,,fallback
118176,,,fallback
118177,B09-2054459,F2780|F3060|F3267|F57,fallback
118178,,,fallback
118269,,,fallback
118270,,,fallback
118272,,,fallback
118274,,,empty
118378,CHN11-02-001723,,fallback
118379,CHN11-02-001741,,fallback
118409,,,fallback
118417,,,fallback
118419,,,fallback
118421,,,fallback
118423,,,fallback
11845,CHN2004-18-000303,,fallback
118544,B09-5061926,,fallback
118547,B09-5061966,,fallback
118560,CHN08-15-193693,,empty
118567,,F2577|F375,fallback
118568,,F2577|F375,fallback
118570,GB05-13608,F375:1|F4227:2|F4272:2,structured
118571,GB05-29156,F3012:1,structured
118580,CHN09-15-297917,,empty
118581,CHN09-15-297906,,empty
118585,CHN10-01-273680,,fallback
118586,CHN11-15-314208,F375:1|F4227:2|F4272:2,structured
118588,,,fallback
118591,,F148,fallback
118596,CHN06-15-017771,,fallback
118654,,F191,fallback
118655,,F148,fallback
118658,,F148,fallback
118659,,F148,fallback
118663,,,fallback
118670,,,fallback
118742,CHN2006-20-000102,,empty
118744,CHN2005-20-010658,,empty
118765,CHN10-22-1025661,,empty
119144,BELG06-2082322,,fallback
119145,BELG06-2082460,F2499,fallback
119148,BELG05-2142783,,fallback
119149,BELG05-2142786,,fallback
119152,BELG06-2082389,,fallback
119155,BELG13-6080666,F1656|F1681|F3307,fallback
119198,,F2946,fallback
119203,,F2897|F2925,fallback
119235,B14-6265852,F2588,fallback
119237,B12-2177520,F3116|F44|F503|F871,fallback
119238,NL04-2058858,,fallback
119432,DV06565-09-462,,fallback
119752,NL2007-1207497,,fallback
119761,NL2007-1207580,F2946,fallback
119854,,,empty
120117,BELG2011-3057442,F527,fallback
120165,,F1507|F645,fallback
120166,,,fallback
12026,,,fallback
12030,,,fallback
12031,,,fallback
12033,,,fallback
12034,,,fallback
12038,,,empty
12042,,,empty
120459,,,fallback
12046,,,fallback
12056,CHN02-01-495069,,fallback
120570,,,empty
120571,,,empty
120572,,,empty
120582,,,empty
12061,,,fallback
120692,B2006-6329139,F840|F841,fallback
120706,BE2003-3003771,F3116|F360,fallback
120715,BE2005-3006570,,fallback
120743,NL09-1814777,F2595,fallback
120744,CHN01-09-141941,,empty
120747,CHN01-09-141941,,empty
120748,CHN01-09-283381,,empty
12080,,,fallback
12087,CHN11-01-226325,,empty
120893,CHN02-12-148192,,empty
120894,CHN03-12-054803,,empty
120895,CHN06-12-051187,,empty
120896,CHN08-12-051054,,empty
120898,CHN08-12-079300,,empty
120899,CHN08-12-079318,,empty
120900,CHN09-12-151231,,empty
120901,CHN09-12-151275,,empty
120902,CHN09-12-151297,,empty
120908,CHN10-12-227222,,empty
120909,CHN10-12-227232,,empty
120912,CHN10-12-227248,,fallback
12092,,,fallback
12093,,,fallback
120975,,,empty
12098,,,empty
121044,S2010-101078,,empty
121101,NL2008-2041129,F6088:1|F6107:1,structured
12128,,,empty
12133,B05-6126278,F2567:2|F2918:2|F2957:2|F3231:2,structured
12139,B06-6307734,F119:2|F120:2|F3326:2|F3327:2,structured
121509,BELG07-2055187,,fallback
121537,CHN2015-08-0111111,,fallback
121550,BELG02-2214379,F2427:2|F2434:2|F2988:2|F7015:2,structured
121575,,F122,fallback
121649,DV01769-14-775,,fallback
121652,DV01769-14-749,,fallback
121681,B09-5170508,,fallback
121682,B14-6183787,F303|F962,fallback
121746,B14-6183800,F303|F962,fallback
121747,B14-6183783,F303|F962,fallback
121770,,,empty
121771,,,empty
121772,,,fallback
121773,,,fallback
121774,,,empty
121775,,,empty
121776,,,empty
121777,,,empty
121778,,,empty
121812,B10-5108698,,fallback
121813,B14-6183791,F303|F962,fallback
121817,B10-5170175,,fallback
121826,B2000-4065598,F2529:1|F2530:1,structured
121902,CHN04-15-118795,F148:1,structured
121903,CHN05-15-159970,F2577,fallback
121904,,F148,fallback
121905,,F148,fallback
121906,,,fallback
121916,,F148,fallback
121918,DV02065-13-226,,fallback
121919,DV02065-13-238,,fallback
121920,DV02065-13-250,F14,fallback
121921,BELG13-6080640,F1323|F2546|F991|F993,fallback
121923,BELG12-6236130,F991|F993,fallback
121924,BELG13-6080895,F110:2|F1187:2,structured
121946,NL2008-2041129,F6088:1|F6107:1,structured
121951,B02-2246057,,fallback
122074,CHN08-10-213791,,fallback
122080,,,fallback
122085,,F466,fallback
12209,NL2005-5532433,F6819:2|F6937:2|F7087:2|F7090:2,structured
122236,BELG2017-2111171,F1315|F1517|F1900|F2959|F3170|F635|F636|F637,fallback
122644,,F2577|F2753|F3269|F573,fallback
122651,B08-6144590,F1507|F645,fallback
122652,,F331,fallback
122699,,,fallback
122700,CHN2005-09-362100,,fallback
122746,B06-6307511,F2426|F2797|F2878,fallback
122768,,F54,fallback
122783,,F236|F3001|F344,fallback
122864,,,empty
122909,,,empty
122912,,,empty
122957,,,empty
123017,B05-3006778,F3116|F360,fallback
123023,B07-5110112,,fallback
123081,CHN02-09-239997,,empty
123082,CHN02-09-128885,,empty
123086,CHN02-09-128886,,empty
123087,CHN03-09-227078,,empty
123089,CHN03-09-207112,,empty
123244,,,empty
123333,,F2519|F2521|F2592|F2594|F3087,fallback
123608,,F1517|F3170,fallback
123749,NL07-3750649,,fallback
123919,B09-3021797,,fallback
124086,B03-2310912,F2458:2|F2691:2,structured
124089,B02-3003886,F2144:1|F3116:1,structured
124099,BELG06-2019976,F2443,fallback
124100,DV0583-10-195,,fallback
124101,BELG2006-2019767,F2443,fallback
124102,BELG2006-2019766,F2443,fallback
124103,DV0583-10-183,,fallback
124104,DV0583-10-169,,fallback
124112,B06-5150745,,structured
124133,BELG2003-6226056,F426:1|F4230:1,structured
124164,NL05-0561436,,fallback
124207,NL11-1764186,,fallback
124211,NL11-1764190,F7061:2|F7111:2,structured
124219,NL11-1782257,F6246:2|F7163:2,structured
124220,NL11-1782258,F6246:2|F7163:2,structured
124276,BE06-4112056,F3405:2|F4020:2|F4021:2,structured
12431,,,fallback
124353,,,empty
124386,B08-6244416,F2797|F2878|F3326,fallback
124387,B10-430625,F2916|F3262|F3269|F573,fallback
124388,,F2753,fallback
124535,,,empty
124645,B11-2009917,F149:2|F431:2|F693:2|F1066:2,structured
124646,B08-2239815,F499:1|F873:1,structured
124653,,,empty
124660,,,empty
125017,,,empty
125020,,,empty
125097,,,empty
12514,,,empty
12515,,,fallback
12522,,,fallback
125266,,,fallback
125267,,,fallback
125268,,,fallback
125270,,,fallback
125271,,,fallback
125292,,,fallback
12540,,,fallback
12541,CHN04-01-551165,,empty
12542,,,empty
12547,CHN14-01-1258101,,empty
12548,,,empty
12549,,,empty
125510,CHN2010-12-174866,,empty
125511,CHN2010-12-174908,,empty
125513,CHN2008-10-618718,,empty
125515,CHN2010-10-487454,,empty
12556,,,empty
12557,,,empty
125599,CHN2010-079893,F2143:2|F2252:2|F2508:2,structured
125798,,,fallback
12581,NL07-1667771,,fallback
125813,T2008-681464,F1801|F3322|F3352|F467,fallback
125890,BE2012-2061346,,fallback
125896,,,empty
125898,CHN2007-02-027614,,fallback
125899,BE2014-4279753,,fallback
125918,NL17-1073524,F6391:2|F6449:2|F1961:3|F5644:3|F6380:3|F6423:3,structured
125919,NL17-1276009,F1870:2|F1872:2|F5723:2|F6027:2,structured
125948,,,fallback
125956,,F2577|F910|F937,fallback
125967,GB10-X33621,,fallback
126045,,F2577,fallback
12626,AW2004-4849,,fallback
126283,,F2577|F3269|F573,fallback
12631,CHN2006-18-054558,,fallback
126320,,,empty
126380,B11-6219375,F2593|F2776|F2777|F2861|F3322|F3352,fallback
126446,CHN11-17-042802,F4658:1|F6240:1,structured
126447,CHN11-17-042801,F4658:1|F6240:1,structured
126448,,,fallback
126449,,,fallback
126450,,,fallback
126574,,,fallback
126575,,,fallback
126576,,,fallback
126918,BELG13-6080890,F110|F2546|F991|F993,fallback
126919,BELG13-6080942,F1656|F1681|F3307,fallback
126996,DV01769-08-976,,fallback
127049,DV07-05914-135,,empty
127310,NL17-1073534,F6291:2|F6443:2|F6476:2|F6197:3|F5914:4|F6070:4,structured
127341,B09-2132493,F3270:1|F2756:2|F2827:2,structured
127364,B09-2141688,F3270:1|F3210:2|F3240:2,structured
127366,,,empty
127378,NL08-1967894,,fallback
127391,B01-9040072,F3206,fallback
127408,NL10-1109617,,fallback
12746,,,empty
12747,,,fallback
127625,,F2447|F326|F3317,fallback
127626,CHN2010-15-056638,F2447|F326|F3317,fallback
127627,CHN2009-15-267931,F2447|F326|F3317,fallback
127628,,F326,fallback
127629,,F2447|F326|F3317,fallback
127630,NL2006-2120220,,fallback
127631,CHN2011-15-314243,F3236|F341,fallback
127632,CHN2009-15-077533,F3236|F341,fallback
127720,,F326,fallback
127721,,F2447|F326|F3317,fallback
127731,B11-6265533,F2904|F3202|F638,fallback
127790,,F2447|F326|F3317,fallback
128055,,,fallback
128169,B07-6397873,F1548|F2644,fallback
128170,B06-6412568,F2507|F2609|F2788|F2796,fallback
128207,B09-3110149,F508:1|F3242:2|F2439:3|F2681:3,structured
128293,,,fallback
128294,,,empty
128296,,,fallback
128475,CHN08-15-193451,,empty
128476,BE04-4375970,,fallback
128478,CHN2011-06-062638,,empty
128510,,,empty
128859,B07-3201483,F28,fallback
128887,,F410,fallback
128888,BE10-6140283,,fallback
128941,CHN07-03-299891,F82:2|F231:2|F278:2|F3304:2,structured
129242,,,fallback
129312,BELG2009-2130447,F2582:2|F2630:2|F2404:3|F2442:3|F2443:3|F5232:3,structured
129346,NL2014-1050869,,fallback
129347,B16-6262457,F1207,fallback
