img_id,ring,code,source
265238,CHN2019-10-0642240,,fallback
265240,CHN2012-10-400395,,fallback
265302,CHN10-26-311583,,empty
265306,CHN11-26-010586,,empty
265335,,F1315|F1529|F1901|F2959|F3170|F636|F637,fallback
265342,,,empty
265345,CHN2010-03-688555,,fallback
265350,,,empty
265352,,,empty
265370,CHN2013-03-883022,,empty
265372,,F1009,fallback
265376,,F2996|F383,fallback
265377,,,fallback
265381,,F2480|F2554,fallback
265394,,F1443,fallback
265398,,,fallback
265405,,F1009,fallback
265411,,F1443,fallback
265414,,F3113|F3121|F541,fallback
265416,,,fallback
265421,,,fallback
265422,,,fallback
265427,,F287|F435,fallback
265428,,F2480|F2554,fallback
265433,,,fallback
26548,B11-4311217,F1841,fallback
265510,,F1723|F3260,fallback
265881,CHN2013-08-019993,,fallback
265909,,F1315|F1529|F2860|F2959|F3170|F466|F636|F637,fallback
265925,CHN2013-29-004445,F4881:2|F4882:2,structured
265940,CHN2019-08-0199986,,fallback
265966,CHN2012-15-215698,F7007:2|F7115:2|F7116:2|F7117:2,structured
265967,CHN2011-15-060550,F150:2|F474:2|F4476:2|F4479:2,structured
266004,,,fallback
266113,,,empty
266134,,F3260,fallback
266178,,,empty
266198,B13-6309879,,fallback
266211,B13-6078718,,fallback
266221,B13-6078493,,fallback
266282,,,fallback
266305,B13-6309876,,fallback
266313,B13-6309877,,fallback
266319,B13-6075881,,fallback
266320,B13-6311100,,fallback
266444,B2013-1286742,,fallback
266561,B09-3181823,,empty
266563,,,empty
266599,,,fallback
266630,,,empty
266714,,,fallback
266721,B08-6338360,,fallback
266751,B11-9107024,F1581|F3203|F3206|F486,fallback
266819,B11-6177137,,fallback
266835,B12-6315091,,fallback
266837,B12-6315115,,fallback
266845,B11-6238550,F1166:1,structured
266858,BELG2011-4120555,,fallback
266862,BELG2011-4120556,,fallback
266872,,,empty
266873,BELG2012-4064966,F224|F3262|F54,fallback
266980,,,empty
267000,CHN2013-03-687700,,fallback
267002,CHN2013-03-687726,F3356,fallback
26702,,,fallback
267026,BELG2013-2172758,,fallback
267027,BELG2013-2172759,,fallback
267047,B11-6244700,F1673:1|F1674:1,structured
267050,CHN2013-01-1242136,,fallback
267057,B08-6371075,,fallback
267058,B08-6371076,,fallback
267059,B08-6371086,,fallback
267060,CHN2019-08-0263000,,fallback
267063,CHN2019-08-0008657,,fallback
267065,BELG2017-2155561,F1315:2|F3170:2,structured
267066,,F1750,fallback
267126,,,empty
267127,CHN2013-01-1242714,,fallback
267128,CHN2013-01-563466,,fallback
267129,,,empty
267208,CHN2013-03-1143085,,empty
267211,CHN2013-03-1152785,,empty
267343,,,empty
267381,CHN2012-05-430888,,fallback
267392,NL10-1437883,F5466:2|F5535:2|F5621:2|F7231:2,structured
267498,CHN2013-03-687770,F3203|F3206|F483,fallback
267504,CHN2013-03-687558,F3206|F486|F674,fallback
267522,B2005-3191042,F2172:1|F6507:1,structured
267545,CHN12-20-045582,F107,fallback
267549,CHN10-22-999919,,fallback
267553,CHN11-22-1111803,,fallback
267554,CHN11-22-1111847,,fallback
267555,CHN11-22-1111848,,fallback
267558,CHN11-22-1111874,,fallback
267562,,F760|F929,fallback
267563,CHN12-20-001847,,empty
267564,CHN09-20-003276,F840|F841,fallback
267565,CHN12-20-045586,,empty
267566,CHN12-20-045573,F107,fallback
267567,CHN13-20-002208,,empty
267569,CHN12-20-049988,,fallback
267570,CN08-005869,F107,fallback
267571,CN11-20-042961,,fallback
267572,CN09-20-003222,F107,fallback
267575,CHN12-20-047123,F2577,fallback
267576,CHN11-20-001948,F2577,fallback
267577,,,fallback
267612,,F894,fallback
267770,CHN2013-03-687560,F3206|F486|F674,fallback
267801,CHN2013-03-687687,F3356,fallback
267814,CHN2013-03-687761,F487,fallback
267843,CHN2013-03-687681,F3356,fallback
267885,,,empty
267916,,,fallback
267931,CHN2013-03-1110103,,fallback
267936,CHN2013-03-1110102,,fallback
267939,CHN2013-03-1110101,,fallback
267964,CHN2011-05-427887,,fallback
268014,,,fallback
268030,,,fallback
268042,,F35,fallback
268052,,,fallback
268059,,,fallback
268150,,,fallback
268177,CHN2013-29-008800,F5801:2|F5738:3,structured
268182,CHN2013-29-004442,F5801:2|F5738:3,structured
268183,CHN2013-29-004443,F5801:2|F5738:3,structured
268195,CHN2013-29-008783,F4901:1|F4881:2|F4882:2,structured
268198,CHN2013-29-130110,F4881:2|F4882:2|F192:3|F4297:3,structured
268200,,,empty
268210,CHN2014-29-008989,F5801:2|F5738:3,structured
268342,,,fallback
268361,,F1159,fallback
268369,,F422,fallback
268399,CHN2011-06-266807,,empty
268404,CHN2011-06-266811,,fallback
268411,,,fallback
268492,,,empty
268516,,,empty
268517,,,empty
268734,,,fallback
268851,BE09-6269145,F1213|F1321|F626,fallback
268940,B12-6324804,F251|F621,fallback
268963,B10-6339947,F1152|F1373|F2937,fallback
268990,CHN2013-15-230987,F6855:2|F6862:2|F6872:2|F6912:2,structured
269215,B2012-6196415,,fallback
269268,,F2390,fallback
269275,,F2390,fallback
269286,BE13-4176692,F2685|F54,fallback
269294,BE13-4176501,F3260|F54,fallback
269310,NL2012-1304354,F54|F573,fallback
269319,BE13-4176407,F54,fallback
269328,BE13-4176415,F1104,fallback
269333,BE12-4163433,F1104|F56,fallback
269395,,,empty
269426,CHN2019-08-0266666,F1315|F3170,fallback
269436,,,fallback
269438,,F1315|F1529|F1642|F2959|F3170|F636|F637,fallback
269531,,F189|F3000|F542,fallback
269626,,,fallback
269631,,,fallback
269646,BELG2017-6053434,F1751,fallback
269690,,,fallback
269692,CHN2013-08-019542,,fallback
269702,NL11-1612276,F5632:2|F5844:2|F6080:2|F7107:2,structured
269723,B12-6325613,F1323:1,structured
269753,CHN18-2010-067984,F5409,fallback
269786,,,empty
269804,,,empty
269805,NL2008-1549196,,fallback
269834,,,empty
269841,,,fallback
269845,B06-6148198,F251|F2866|F3159|F621,fallback
269937,BELG2008-2234361,F2908,fallback
269944,,,empty
269945,BELG2008-2234318,F555|F874,fallback
269966,,,empty
269968,,,fallback
269977,,,empty
269980,,,empty
269983,,,empty
270018,CHN2019-08-0008850,F1315|F1529|F1901|F3170,fallback
270075,,,empty
270079,,,empty
270082,,,fallback
270090,,,empty
270092,CHN2013-08-019548,,fallback
270093,,,empty
270108,,,empty
270111,,,empty
270119,,,empty
270120,,,empty
270163,C13-11-158878,F4051:3,structured
270165,C13-11-158890,F3529:2|F3669:2|F3384:3|F3456:3|F3583:3|F4050:3,structured
270167,C13-11-158828,F3845:2|F4328:3|F56:4|F568:4|F4055:4|F4072:4,structured
270214,,,fallback
270283,CHN2012-04-169640,,fallback
270285,CHN2012-04-169641,,fallback
270356,,,fallback
270382,CHN2016-29-0000982,F5738:4|F5801:4,structured
270548,,,empty
270566,,,fallback
270677,,,empty
270698,,,empty
270701,,,empty
270710,,,fallback
270719,,,empty
270723,,,empty
270727,,,empty
270731,,,empty
270736,,F2897|F2925,fallback
270742,,,empty
270777,,,empty
270813,CHN2019-08-0008649,,fallback
270918,,,fallback
270952,CHN13-03-668964,,empty
270955,CHN08-03-556827,,empty
270965,,F2480|F2554,fallback
270977,,,fallback
270996,CHN2019-08-0266999,F1315|F1901|F3170,fallback
2710,,F2444|F2506|F2532,fallback
271089,,,fallback
271233,,F149|F2937|F3065|F3154|F3170|F3196|F431,fallback
271263,,,fallback
271286,NL2011-5014460,,fallback
271375,CHN2009-05-018324,,empty
271388,,,fallback
271570,B13-9029636,F1396:1|F1265:2|F1392:2,structured
271583,B13-9029613,F1736:1|F1962:1,structured
271760,,F1443,fallback
271806,,F2480|F2554,fallback
271882,,,empty
272194,,,fallback
272283,,F163,fallback
272284,,,fallback
272285,,F163,fallback
272350,NL2013-1690139,,fallback
272351,NL2006-2164992,,fallback
272854,BELG13-4104333,,fallback
272883,DV12-718-0824,,fallback
272907,BELG13-6080598,F2546:2|F2903:2|F2402:3|F2492:3|F2545:3|F3200:3,structured
272910,BELG13-6080597,F2546:2|F2903:2|F2402:3|F2492:3|F2545:3|F3200:3,structured
272955,NL05-1405572,,fallback
273060,CHN2011-22-364451,,empty
273334,,,empty
273354,,,empty
273371,,,empty
273380,,,fallback
2734,NL99-2427040,,fallback
273409,B10-6347167,F605|F623|F627|F788,fallback
273422,CHN2012-01-559651,,empty
273468,CHN2012-03-178899,,fallback
273698,CHN2013-08-012888,,fallback
273699,CHN2019-08-0008716,F1315|F1529|F3170,fallback
273702,CHN2019-08-0199989,,fallback
273710,,,empty
273856,NL06-1465689,,fallback
273860,B08-6175902,,fallback
273862,B09-6110626,,fallback
273867,B09-6222652,F2659:2|F3085:2|F117:3|F118:3|F2876:3|F5420:3,structured
274028,CHN2010-32-591986,,empty
274181,,,fallback
274327,BELG2007-2074656,,fallback
274474,,F2629,fallback
274542,CHN08-06-302007,,empty
274561,,,fallback
274632,,,empty
274802,CHN2011-22-1413300,,empty
274873,B10-6297317,F3337:2|F2963:3|F3059:3|F3061:3|F3194:3|F2553:4|F2725:4,structured
274890,CHN11-32-569974,,fallback
275003,B2006-6210568,,fallback
275009,,,empty
275023,CHN2006-03-490005,,empty
275032,CHN2007-03-011423,,empty
275034,CHN2007-03-026793,,empty
275038,CHN2007-03-199821,,empty
275063,CHN2007-03-039736,F2943,fallback
275068,CHN2005-03-239488,F2943,fallback
275075,CHN2006-03-314434,,fallback
275109,CHN11-20-001946,,fallback
275112,CHN2013-32-999055,F5409,fallback
275133,,,fallback
275142,,F2890|F2998|F3235,fallback
275155,,,fallback
275168,,,empty
275173,B08-6340443,F3040|F543,fallback
275281,,,fallback
275343,,F3119|F3228,fallback
275384,,F2403|F2654,fallback
275386,BELG2006-6210547,,fallback
275399,,,fallback
275412,,,empty
275438,,,empty
275443,,,fallback
275453,,,empty
275493,,,fallback
275528,CHN10-32-759959,,empty
275637,BELG2006-4266819,F217:1,structured
275642,,,fallback
275663,CHN2012-22-338718,,empty
275667,,,empty
27571,B08-2040227,F138|F2654|F2878,fallback
27572,B08-2040224,F756,fallback
27573,B08-2040236,F555|F755|F874,fallback
275742,,,empty
275764,,,fallback
275840,T03-076732,F2400|F2521,fallback
275971,B2008-5061340,,fallback
275996,B2006-515466,F73,fallback
276057,,,empty
276155,,F2521|F2592|F2594|F3087,fallback
276166,B2008-2234349,F2391:2|F2409:2|F6812:2,structured
276204,BELG2004-6095679,,fallback
276285,,F133|F3170|F433,fallback
276335,,,empty
276345,CHN2007-09-002409,,fallback
276365,,,empty
276366,,,empty
276390,,F2410|F2547,fallback
276560,,,fallback
276562,,,fallback
276602,B08-6371041,F2774:2|F640:3,structured
276603,,,fallback
276650,CHN12-26-029012,,fallback
276687,BELG2010-6246195,F3593:1,structured
276722,,F1443,fallback
276781,,F1089|F948,fallback
276787,,F1177,fallback
276836,,F1221|F1683,fallback
276855,,F1033|F1324|F820,fallback
276887,,,fallback
276891,,,empty
276895,,,fallback
276958,BELG2009-9079112,F3203|F3206|F3356|F483,fallback
277091,BELG2008-9044343,,fallback
277094,BELG2008-9044250,,fallback
277112,BELG2011-9079521,,fallback
277128,BELG2011-9079522,,fallback
277566,CHN09-19-131645,,empty
277568,,F1009,fallback
277587,,,fallback
277718,,F1009,fallback
277783,CHN2013-09-234950,F4648:2|F4670:2|F4676:2|F5671:3|F5996:3,structured
277797,CHN18-2009-800888,,empty
277883,,F317,fallback
277934,,,fallback
278068,BELG2005-6264560,F3501:1|F3534:1,structured
278103,NL08-1792749,,fallback
278167,BE12-3088255,,fallback
278244,CHN13-10-380657,,empty
278345,B2005-2143149,F2054|F2073|F2129,fallback
278382,CHN09-10-001661,F2390,fallback
278391,,F2542|F3212,fallback
27878,,,fallback
27879,,,fallback
278944,CHN2000-32-678747,,empty
278949,CHN2007-06-070212,,empty
278950,CHN2006-06-043005,,empty
278951,CHN2008-06-150041,,empty
278954,CHN2011-06-332056,,empty
278955,CHN2007-06-086760,,empty
278998,,F2606|F2728,fallback
279065,CHN2008-01-993288,F4171:1,structured
279127,,,empty
279129,,,empty
279131,,,empty
279132,,,empty
279135,,,empty
279137,,,empty
279139,,,empty
279409,,F3236|F341,fallback
279557,B10-66052145,,fallback
279585,,F2155,fallback
279586,,F2155,fallback
279593,,,fallback
279594,,,fallback
27960,B05-2005000,F572:1|F574:1,structured
279694,,,empty
279706,,,empty
279709,,,fallback
279712,,,empty
279713,,,empty
279743,,,fallback
279823,,,fallback
280058,,F2447|F326|F3317,fallback
280080,B11-6333604,,fallback
280505,CHN13-09-214254,F4674:1|F4588:2,structured
280507,CHN13-09-214262,F4662:1,structured
280508,CHN13-09-257167,F4673:1|F4704:1,structured
280510,CHN09-09-131029,F4568:1|F4573:1,structured
280665,,,empty
280775,B11-6333618,,fallback
280804,B11-6333703,F1214,fallback
280821,CHN13-09-241737,F4674:1|F4588:2,structured
280828,CHN13-09-241740,F4853:1|F5922:1,structured
280841,CHN13-09-462242,F4691:1|F4703:1,structured
280860,CHN13-09-462248,F4690:1|F4705:1,structured
280877,B11-6333673,F1214|F2937,fallback
281016,,,fallback
281073,B2010-9108247,,fallback
281088,,,empty
281105,,,empty
281197,,F2536|F3026,fallback
281200,,,fallback
281398,,,empty
281412,,,empty
281663,,,fallback
281665,,,fallback
281684,,F299,fallback
281808,,,fallback
281917,TFPF2007-603921,F2521|F2592,fallback
281928,CHN07-10-020002,,fallback
281941,,,fallback
281944,CHN10-32-261959,,fallback
281970,,,fallback
281974,CHN09-32-601948,,fallback
281976,,,empty
281980,,,fallback
281986,,,fallback
282081,,,empty
282083,,,empty
282086,CHN2002-01-462062,,empty
282157,,,empty
282203,,,empty
282212,,,empty
282226,,,empty
282235,,,empty
282241,,,fallback
282242,CHN11-32-569999,,empty
282251,,,empty
282257,,,empty
282269,,,empty
282349,,,empty
282370,,,empty
282381,,,empty
282387,,,empty
282388,,,empty
282393,,,empty
282395,,,empty
282397,,,empty
282404,,,empty
282411,BELG12-6032715,,fallback
282433,,F2447|F326|F3317,fallback
282436,,,fallback
282437,,,fallback
282439,,,empty
282444,,,empty
282451,,,empty
282456,,,empty
282459,,,empty
282463,,,empty
282464,,,empty
282465,,,empty
282469,,,empty
282486,,,empty
282497,,,empty
282498,,,empty
282500,,,empty
282590,BELG2008-3035057,,fallback
282591,NL2013-1239743,F6541:2|F6643:2|F6687:2|F6496:3|F6566:3,structured
282601,CHN2018-03-0222299,F6580:3|F6602:3|F6610:3|F6551:4|F6574:4|F6600:4|F6645:4|F6648:4|F2097:5|F2125:5|F3091:5|F6489:5|F6498:5|F6510:5|F6542:5|F6556:5,structured
282603,CHN2018-03-0222201,F2097:4|F2125:4|F3091:4|F6489:4|F6496:4|F6498:4|F6510:4|F6541:4|F6542:4|F6556:4|F6566:4|F6605:4|F6643:4|F6687:4,structured
282610,CHN2010-32-759616,,fallback
282664,B13-6309711,F2937|F3154,fallback
282665,B13-6309709,F2937|F3154,fallback
282666,B13-6309708,F2937|F3154,fallback
282667,B13-6299666,F2937|F3154,fallback
282668,B13-6228398,F2937|F3154,fallback
282669,B13-6228393,F2937|F3154,fallback
282670,B13-6228391,F2937|F3154,fallback
282671,B13-6228240,F2937|F3154,fallback
282672,B13-6228229,F2937|F3154,fallback
282673,B12-6320849,F980:1|F112:2|F113:2,structured
282674,B06-6148250,F97:1,structured
282711,,F2601|F3000,fallback
282723,,,fallback
282949,B11-6341399,F431,fallback
283029,,F2904|F3200,fallback
283056,,,fallback
283233,,,fallback
283250,,,empty
283319,B11-6133653,F2966:2,structured
283321,CHN2013-22-904977,,empty
283326,B11-6133701,F452:2|F2733:2|F3052:2|F2609:3|F2718:3,structured
283346,B05-4323879,F584:1|F729:1,structured
283355,B07-4216814,F1289,fallback
28344,B07-2256263,,fallback
283512,,,empty
283547,,,fallback
283643,CHN12-03-966944,,fallback
283646,CHN12-03-966945,,fallback
283653,CHN12-03-965904,,fallback
283748,CHN2012-01-497261,,fallback
283930,,,fallback
283969,,,empty
283970,,,empty
284042,B10-4101475,F217,fallback
284107,CHN2013-01-1262663,,fallback
284111,CHN2000-08-060524,,fallback
284114,CHN2000-08-090523,,fallback
284117,CHN2001-08-004524,,fallback
284119,CHN2001-08-029524,,fallback
284123,BLEG2012-4038406,,fallback
284289,,F3236|F341,fallback
284295,,,fallback
284436,,F342,fallback
284483,CHN2011-15-000517,,fallback
284606,CHN2013-15-167326,,fallback
284624,CHN2008-18-016187,F2642|F2674|F3329,fallback
284630,CHN18-2007-136511,,empty
284687,CHN12-22-077845,F189,fallback
284691,CHN12-22-099836,,fallback
284693,CHN12-22-289423,,fallback
284737,,,empty
285068,,,fallback
285077,CHN03-2009-663864,F2542,fallback
285078,CHN12-03-617533,,empty
285079,,,empty
285082,,,empty
285086,,,empty
285091,,,empty
285124,,,fallback
285135,,F314,fallback
285257,,,empty
285258,,,empty
285281,,,fallback
285293,B11-6240638,F135:2|F438:2|F659:2|F3062:2,structured
285301,CHN07-15-218633,F2497:2|F3122:2|F5405:2,structured
285304,B12-6142830,F1543:1|F440:2|F2968:2,structured
285309,,,fallback
285312,,,fallback
285324,CHN08-15-211666,F2497:2|F3122:2|F5405:2,structured
285337,B12-6312380,F1164:1|F3180:2|F3347:2,structured
285340,CHN2008-01-229870,,empty
285436,CHN12-10-097982,F6759:1|F5543:2,structured
285489,CHN2009-10-517001,,empty
285550,,,empty
285552,,,empty
285556,,,fallback
285562,,,empty
285563,,,fallback
285564,NL07-5713945,,empty
285572,,F2399|F2469|F2485|F2528|F2569,fallback
285573,,,empty
286023,,,empty
286035,CHN11-06-038184,F201,fallback
286060,,F2455,fallback
286086,,,empty
286095,,,fallback
286113,BELG2009-2131861,,fallback
286135,BELG2010-2213316,,fallback
286141,,,fallback
286143,,,fallback
286150,BELG2010-5143189,,fallback
286180,CHN2012-04-169560,,fallback
286238,B11-4090298,,fallback
286249,NL13-1961526,,fallback
286251,NL13-1961527,,fallback
286288,,,fallback
286289,,,fallback
286290,,,fallback
286299,,,fallback
286442,CHN13-10-403582,F6759:1|F5543:2,structured
286444,CHN13-10-176221,F6759:1|F5543:2,structured
286608,,,fallback
286610,BELG2009-6233683,,fallback
286616,BELG2010-6246171,,fallback
286652,,,fallback
286725,,,fallback
286747,,,fallback
286752,B07-6398717,F142:2|F2699:2|F2794:2|F3340:2,structured
286774,,F2659|F3085|F3202,fallback
286804,,,empty
286808,,,empty
286885,B09-6238001,F2591:2|F2930:2|F3017:2|F3081:2,structured
287070,,,empty
287090,B2013-6030255,,fallback
287188,BELG2009-6233651,F2250,fallback
287208,,,fallback
287225,,,empty
287229,,,empty
287234,,,empty
287237,,,empty
287242,,,empty
287246,,,empty
287247,,,empty
287250,,,empty
287251,,,empty
287253,,,empty
287261,,,empty
287268,,,empty
287272,,,empty
287296,BELG2010-6070029,,fallback
287306,,,fallback
287318,BELG2006-6334129,,fallback
287320,,,fallback
287323,BELG2006-6334200,,fallback
287325,BELG2008-6350600,,fallback
287326,BELG2008-6350585,,fallback
287418,,F773|F863,fallback
287421,B2012-2061087,F773|F863,fallback
287422,B2011-2083411,,fallback
287424,B20102-2061498,F1181|F773,fallback
287429,B2010-6052144,,fallback
287446,B2002-6505127,,fallback
287476,CHN2006-03-020123,,fallback
287477,,,fallback
287495,BELG2008-5043356,,fallback
287513,BELG2009-5170150,,fallback
287522,BELG2010-5043041,,fallback
287523,BELG2013-2006195,,fallback
287524,CHN2007-03-332235,,fallback
287678,CHN06-12-181974,,empty
287719,,,fallback
287726,,,fallback
287757,CHN07-03-332222,,fallback
287809,CHN2007-03-003363,,fallback
287861,,F3137|F3274|F593,fallback
28787,GB07-07N01243,,fallback
287983,CHN2013-181647,,fallback
287998,S2013-131559,,fallback
288013,CHN2013-181615,,fallback
288021,S2010-101026,,fallback
288035,S2011-111367,,fallback
288053,S2013-131607,,fallback
288059,S2010-101082,,empty
288060,S2011-111304,,fallback
288073,S2009-090912,,fallback
288078,S2009-090855,,fallback
288102,CHN2005-240787,,empty
288112,NL2012-1640381,,fallback
288116,NL2012-1640410,,fallback
288122,NL2012-1640418,,fallback
288124,NL2012-1640423,,fallback
288127,NL2012-1640434,,fallback
288130,NL2012-1640439,,fallback
288134,NL2012-1640497,,fallback
288136,,,fallback
288240,,,fallback
288311,,,empty
288356,B2012-6196433,F1009|F1659|F1757,fallback
288392,NL2004-1098527,,fallback
288505,CHN13-32-791887,,empty
288579,,,empty
288582,,,empty
288603,,,fallback
288618,BELG2012-6225303,,fallback
288622,BELG2013-6300556,,fallback
288682,,F326,fallback
288688,NL2012-1640448,,fallback
288691,NL2011-1764054,,fallback
288694,NL2011-1764067,,fallback
288696,NL2011-1764075,,fallback
288697,NL2011-1764095,,fallback
288702,NL2011-1764193,,fallback
288703,NL2011-1764196,,fallback
288714,BE13-2184376,,fallback
288727,,,empty
288732,CHN09-06-258152,,empty
288736,,,fallback
288860,CHN2012-18-000386,,fallback
288883,CHN2012-32-965281,,fallback
288884,CHN2012-15-189056,F150:2|F474:2|F4476:2|F4479:2,structured
288885,NL2011-3056120,,fallback
288915,,,empty
288919,,,empty
288947,CC2012-085756,F6924:3|F6943:3|F7010:3|F7118:3,structured
288984,,,fallback
288994,CHN07-03-332236,,fallback
289021,NL2012-1640417,,fallback
289026,NL2012-1640440,,fallback
289028,NL2012-1640449,,fallback
289029,NL2012-1640456,,fallback
289030,NL2012-1640476,,fallback
289031,NL2012-1640478,,fallback
289035,NL2011-1764062,,fallback
289040,,,fallback
289051,,,fallback
289054,,,fallback
289055,,,fallback
289059,,,fallback
289113,,,empty
289231,,F326,fallback
289235,,F3236|F341,fallback
289242,,F326,fallback
289246,,F2447|F326|F3317,fallback
289249,,F326,fallback
289348,NL2011-1764029,,fallback
289349,NL2011-1764035,,fallback
289352,NL2011-1764039,,fallback
289355,NL2011-1764045,,fallback
289359,NL2011-1764048,,fallback
289360,NL2011-1764049,,fallback
289362,NL2011-1764055,,fallback
289366,NL2012-1640403,,fallback
289367,NL2012-03-1640411,,fallback
289368,NL2012-1640421,,fallback
289384,NL2012-1640424,F6677:1|F6726:1,structured
289404,NL2012-1640425,,fallback
289405,NL2012-1640429,,fallback
289409,NL2011-1764086,,fallback
289428,NL2012-1640452,,fallback
289433,NL2012-1640505,,fallback
289436,NL2012-1640514,,fallback
289441,NL2012-1640518,,fallback
289458,NL2011-1764194,,fallback
289529,CHN08-10-277538,F3145,fallback
289594,T2006-28163,,fallback
289630,,,empty
289657,CHN2011-10-449662,,empty
289664,NL2012-1517119,,fallback
289665,NL2012-1640484,,fallback
289670,NL2012-1640496,,fallback
289671,NL2012-1640506,,fallback
289673,NL2012-1640513,,fallback
289675,NL2011-1764085,,fallback
289676,NL2011-1764192,,fallback
289677,NL2011-1764195,,fallback
289789,NL00-1211189,F2946:2|F6770:2|F6862:2,structured
289794,B95-5278101,F2506:1|F2532:1,structured
289866,B10-5032096,,fallback
289873,B09-5061864,,fallback
289877,,,empty
289878,,,empty
290035,NL2011-1764096,,fallback
290251,T2007-35865,,fallback
290293,,,fallback
290294,,,fallback
290420,,,fallback
290421,,,fallback
290424,BELG2013-9029242,,fallback
290425,,F1913,fallback
290470,,F2455|F2526|F2635,fallback
290471,,F2455|F2635,fallback
290472,,F81,fallback
290473,,F81,fallback
290484,,,empty
290546,BELG2009-9058955,,fallback
290714,BELG2002-6504713,F1161|F2542|F260|F2879|F3308,fallback
290724,BELG2003-3240798,F2486,fallback
290780,CHN13-03-520639,,fallback
290798,CHN13-10-403571,F6759:1|F5543:2,structured
290809,,,fallback
290815,,,fallback
290820,CHN12-06-210000,,fallback
290823,CHN12-06-209777,,fallback
290827,,,fallback
290833,B05-6166439,F2546|F2903|F413|F991|F993,fallback
290835,B10-6038140,F1656|F3057,fallback
290882,CHN04-06-217777,,fallback
290884,CHN07-06-120739,,fallback
290885,CHN07-06-121408,,fallback
290889,,F1468|F1723,fallback
290891,,,fallback
290893,CHN10-06-017022,,fallback
290896,CHN10-06-017721,,fallback
290907,CHN10-06-017722,,fallback
290908,CHN10-06-017727,,fallback
290910,CHN10-06-017728,,fallback
290913,CHN10-06-017729,,fallback
290914,CHN10-06-017730,,fallback
290917,CHN10-06-017738,,empty
290921,CHN10-06-017758,,fallback
290925,CHN10-06-017769,,empty
290927,CHN10-06-017771,,empty
290930,CHN10-06-017785,,fallback
290932,CHN10-06-017786,,fallback
290934,CHN11-06-156809,,fallback
290937,CHN11-06-164081,,empty
290942,CHN11-06-164088,,empty
290944,CHN11-06-166977,,fallback
290947,CHN11-06-166979,,empty
290951,CHN11-06-166991,,fallback
290952,CHN11-06-166992,,fallback
290954,CHN11-06-168809,,empty
290959,CHN11-06-168861,,empty
290978,CHN11-06-168880,,fallback
290979,CHN11-06-168888,,fallback
290980,CHN12-06-530705,,empty
290982,CHN12-06-530707,,empty
290983,CHN12-06-530708,,empty
290992,CHN12-06-530710,,empty
291000,CHN12-06-530711,,empty
291003,CHN12-06-530712,,empty
291008,CHN12-06-530722,,fallback
291010,CHN12-06-530724,,empty
291011,CHN12-06-530729,,empty
291012,CHN12-06-530740,,empty
291015,CHN12-06-530742,,empty
291016,CHN12-06-530748,,empty
291017,CHN12-06-530750,,empty
291018,CHN12-06-530765,,fallback
291019,CHN12-06-530768,,empty
291020,CHN12-06-530769,,empty
291021,CHN12-06-530770,,empty
291022,CHN12-06-530777,,fallback
291023,CHN12-06-530785,,empty
291024,CHN12-06-530787,,fallback
291025,CHN12-06-530788,,fallback
291026,CHN12-06-530798,,empty
291028,CHN12-06-535145,,empty
291031,CHN12-06-535162,,empty
291033,CHN13-06-185204,,empty
291034,CHN13-06-185214,,empty
291036,CHN13-06-185226,,empty
291039,CHN09-06-110228,,fallback
291041,CHN13-06-185242,,empty
291042,CHN11-06-091800,,fallback
291043,CHN13-06-185262,,empty
291045,CHN13-06-185276,,empty
291046,CHN13-06-185278,,empty
291047,CHN13-06-185286,,empty
291048,CHN13-06-185287,,fallback
291052,CHN13-06-185288,,fallback
291053,CHN13-06-185293,,fallback
291054,CHN13-06-185305,,empty
291055,CHN13-06-185307,,empty
291056,CHN13-06-185309,,empty
291057,CHN13-06-185311,,empty
291060,CHN13-06-185312,,empty
291063,CHN13-06-185313,,empty
291065,CHN13-06-185316,,fallback
291067,CHN13-06-185317,,fallback
291068,CHN13-06-185318,,fallback
291071,CHN13-06-185333,,fallback
291074,CHN13-06-185347,,empty
291078,CHN13-06-185349,,empty
291079,CHN13-06-185350,,fallback
291227,,,fallback
291241,,,fallback
291243,,,fallback
291283,,,fallback
291393,B12-6306406,F1186|F1655|F306,fallback
291394,CHN2017-03-0077629,F4743:3|F4746:3|F4776:3|F4787:3|F4906:3|F7284:3,structured
291395,CHN2018-03-0222230,F2246:3|F6674:3|F6500:4|F6531:4|F6552:4|F6489:5|F6498:5|F6510:5|F6542:5|F6605:5,structured
291407,,,empty
291420,CHN2017-03-0077157,F6521:3|F6522:3|F6553:3|F6491:4,structured
291422,CHN2018-03-0222066,F6531:3|F6542:3|F6600:3|F6605:3,structured
291425,NL2016-1526241,F6574:2|F6600:2|F6650:2|F6496:3|F6566:3,structured
291426,NL2013-1239752,F6580:2|F6602:2|F6610:2|F6574:3|F6600:3,structured
291427,CHN2018-03-0222888,F2097:3|F2125:3|F2165:3|F2215:3|F3091:3|F4787:3|F4800:3|F6556:3,structured
291429,CHN2017-03-0077167,F6496:3|F6541:3|F6542:3|F6566:3|F6605:3|F6643:3|F6687:3,structured
291440,CHN2016-03-0900995,F4797:2|F4798:2|F6674:3|F6531:4|F6551:4|F6600:4|F6645:4|F6648:4|F6542:5|F6605:5,structured
291441,CHN2017-03-0077117,F6521:3|F6522:3|F6553:3|F6674:3|F6491:4|F6531:4|F6551:4|F6600:4|F6645:4|F6648:4|F6542:5|F6605:5,structured
